,text,environmental,action
616,"similarly, we may incur costs for the cleanup of waste that was disposed of prior to the purchase of our businesses.",environmental,none
624,"  regulatory matters   greenhouse gas regulation and climate change   globally, our operations are increasingly subject to regulations that seek to reduce emissions of greenhouse gases, such as carbon dioxide and methane, which may be contributing to changes in the earth’s climate.",environmental,none
625,"at the durban negotiations of the conference of the parties to the kyoto protocol in 2012, a limited group of nations, including the european union, agreed to a second commitment period for the kyoto protocol, an international treaty that provides for reductions in ghg emissions.",environmental,action
626,"more significantly, the eu ghg emissions trading system, established pursuant to the kyoto protocol to reduce ghg emissions in the eu, continues in its fourth phase.",environmental,action
627,the eu parliament has used a process to formalize “backloading”—the withholding of ghg allowances during the trading period from 2014 to 2016 with additional allowances auctioned during 2019 to 2020—to prop up carbon prices.,environmental,action
630,"in addition, the eu has set a binding target to reduce domestic ghg emissions by at least 40% below the 1990 level by 2030 and a binding target to increase the share of renewable energy to at least 32% of the eu’s energy consumption by 2030.",environmental,action
631,"the european commission proposed to increase the greenhouse gas emission reduction target to at least 55% in september 2020, and expects to complete the associated legislative proposals by june 2021.",environmental,action
632,"  in addition, at the 2015 united nations framework convention on climate change in paris, the u.",environmental,none
634,"and nearly 200 other nations entered into an international climate agreement, which went into effect in november 2016 .",environmental,action
635,"although the agreement does not create any binding obligations for nations to limit their ghg emissions, it does include pledges to voluntarily limit or reduce future emissions.",environmental,action
649,  domestic efforts to curb ghg emissions are being led by the u.,environmental,action
651,environmental protection agency’s ghg regulations and similar programs of certain states.,environmental,none
652,"to the extent that our domestic operations are subject to the epa’s ghg regulations, we may face increased capital and operating costs associated with new or expanded facilities.",environmental,none
653,significant expansions of our existing facilities or construction of new facilities may be subject to the clean air act’s requirements for pollutants regulated under the prevention of significant deterioration and title v programs.,environmental,none
654,"some of our facilities are also subject to the epa’s mandatory reporting of greenhouse gases rule, and any further regulation may increase our operational costs.",environmental,none
655,"  we are already managing and reporting ghg emissions, to varying degrees, as required by law for our sites in locations subject to u.",environmental,action
658,"although these sites are subject to existing ghg legislation, few have experienced or anticipate significant cost increases as a result of these programs, although it is possible that ghg emission restrictions may increase over time.",environmental,none
659,"potential consequences of such restrictions include capital requirements to modify assets to meet ghg emission restrictions and/or increases in energy costs above the level of general inflation, as well as direct compliance costs.",environmental,none
661,"  finally, it should be noted that most scientists have concluded that increasing concentrations of ghgs in the earth’s atmosphere may produce climate changes that have significant physical effects, such as increased frequency and severity of storms, droughts, and floods and other climatic events.",environmental,none
699,"  in addition, we rely on a number of vendors, suppliers, and in some cases sole-source suppliers, service providers, toll manufacturers and collaborations with other industry participants to provide us with chemicals, feedstocks and other raw materials, along with energy sources and, in certain cases, facilities that we need to operate our business.",environmental,none
704,"  while we maintain business recovery plans that are intended to allow us to recover from natural disasters or other events that could disrupt our business, we cannot provide assurances that our plans would fully protect us from the effects of all such disasters or from events that might increase in frequency or intensity due to climate change.",environmental,none
705,"in addition, insurance may not adequately compensate us for any losses incurred as a result of natural or other disasters.",environmental,none
706,"in areas prone to frequent natural or other disasters, insurance may become increasingly expensive or not available at all.",environmental,none
707,"furthermore, some potential climate-driven losses, particularly inundation due to sea-level rise, may pose long-term risks to our physical facilities such that operations cannot be restored in their current locations.",environmental,none
815,"these hazards include: chemical spills, pipeline leaks and ruptures, storage tank leaks, discharges or releases of toxic or hazardous substances or gases and other hazards incident to the manufacturing, processing, handling, transportation and storage of dangerous chemicals.",environmental,none
816,"we are also potentially subject to other hazards, including natural disasters and severe weather; explosions and fires; transportation problems, including interruptions, spills and leaks; mechanical failures; unscheduled downtimes; labor difficulties; remediation complications; and other risks.",environmental,none
818,"many potential hazards can cause bodily injury and loss of life, severe damage to or destruction of property and equipment and environmental damage, and may result in suspension of operations and the imposition of civil or criminal penalties and liabilities.",environmental,none
820,"  we maintain property, business interruption, products liability and casualty insurance policies which we believe are in accordance with customary industry practices, as well as insurance policies covering other types of risks, including pollution legal liability insurance, but we are not fully insured against all potential hazards and risks incident to our business.",environmental,none
837,"  we face risks arising from various legal actions, including matters relating to antitrust, product liability, intellectual property and environmental claims.",environmental,none
880,"  risks related to regulation and environmental action   we are subject to many ehs regulations that may result in unanticipated costs or liabilities, which could reduce our profitability.",environmental,none
881,"    we are subject to extensive federal, state, local and foreign laws, regulations, rules and ordinances relating to pollution, protection of the environment and human health and safety, and the generation, storage, handling, transportation, treatment, disposal and remediation of hazardous substances and waste materials.",environmental,none
903,environmental organizations and attorneys general of fourteen states and the district of columbia challenged the reconsideration rule in the d.,environmental,none
911,"epa issued several final rules in 2017 and 2018 under the revised tsca related to existing chemicals, including the following: a rule to establish epa’s process and criteria for identifying chemicals for risk evaluation; a rule to establish epa’s process for evaluating high priority chemicals and their uses to determine whether or not they present an unreasonable risk to health or the environment; and a rule to require industry reporting of chemicals manufactured or processed in the u.",environmental,action
919,"  furthermore, governmental, regulatory and societal demands for increasing levels of product safety and environmental protection could result in increased pressure for more stringent regulatory control with respect to the chemical industry.",environmental,none
922,"accordingly, environmental or regulatory matters may cause us to incur significant unanticipated losses, costs or liabilities, which could reduce our profitability.",environmental,none
927,"  furthermore, we may be liable for the costs of investigating and cleaning up environmental contamination on or from our properties or at off-site locations where we disposed of or arranged for the disposal or treatment of hazardous materials, or from disposal activities that pre-dated our purchase of our businesses.",environmental,none
929,  23 table of contents   regulatory requirements to reduce ghg emissions could have an adverse effect on our results of operations.,environmental,none
930,"    our operations are increasingly subject to regulations that seek to reduce emissions of ghgs, such as carbon dioxide and methane, which may be contributing to changes in the earth’s climate.",environmental,none
931,"there are existing efforts to address ghg emissions at the international, national, and regional levels.",environmental,action
932,"for example, the paris agreement, which entered into force in november 2016, resulted in voluntary commitments by numerous countries to reduce their ghg emissions.",environmental,action
941,the eu also regulates ghgs under the eu ets and china has established its own country-wide ghg cap and trade program.,environmental,action
942,"domestically, the epa issued its final clean power plan rule in 2015 that established carbon pollution standards for power plants, called co2 emission performance rates.",environmental,action
944,"on july 8, 2019, the epa replaced the clean power plan with the affordable clean energy rule, which established emission guidelines for states to develop plans to address ghg emissions from existing coal-fired power plants.",environmental,action
945,the ace rule was challenged by a coalition of states and environmental groups.,environmental,none
948,"circuit struck down the ace rule and remanded it to the epa; therefore, the regulation of ghg emissions is uncertain at this time.",environmental,none
949,such rules and agreements may affect the long-term price and supply of electricity and natural gas and demand for products that contribute to energy efficiency and renewable energy.,environmental,none
950,"these various regulations and agreements may result in increased costs to purchased energy, additional capital costs for installation or modification of ghg emitting equipment, and additional costs associated directly with ghg emissions, which are primarily related to energy use.",environmental,none
952,"  in addition, most scientists have concluded that increasing concentrations of ghgs in the earth’s atmosphere may produce climate changes, such as increased frequency and severity of storms, droughts, floods and other climatic events.",environmental,none
957,"  furthermore, we may be liable for the costs of investigating and cleaning up environmental contamination on or from our properties or at off-site locations where we disposed of or arranged for the disposal or treatment of hazardous materials or from disposal activities that pre-dated our purchase of our businesses.",environmental,none
1004,"our principal executive offices are located at 10003 woodloch forest drive, the woodlands, texas 77380.",environmental,none
1111,"  brittany benko, age 46, is senior vice president, environmental, health & safety and manufacturing excellence.",environmental,none
1113,"benko served as vice president, health, safety, environment and regulatory at southwestern energy company.",environmental,none
1675, 2 to the u.,environmental,none
1989,  environmental expenditures   environmental related restoration and remediation costs are recorded as liabilities when site restoration and environmental remediation and clean-up obligations are either known or considered probable and the related costs can be reasonably estimated.,environmental,none
1992,"environmental, health and safety matters.",environmental,none
2214,"  f- 27 table of contents   separation and deconsolidation of venator   in august 2017, we separated our titanium dioxide and performance additives business and conducted an initial public offering of ordinary shares of venator.",environmental,action
2286,"    f- 34 table of contents   beginning in the third quarter of 2020, our polyurethanes segment implemented a restructuring program to optimize its downstream footprint.",environmental,action
2937,"environmental, health and safety matters   ehs capital expenditures   we may incur future costs for capital improvements and general compliance under ehs laws, including costs to acquire, maintain and repair pollution control equipment.",environmental,none
2940,"  environmental reserves   we have accrued liabilities relating to anticipated environmental cleanup obligations, site reclamation and closure costs and known penalties.",environmental,none
2943,the environmental liabilities do not include amounts recorded as asset retirement obligations.,environmental,none
2944,"we had accrued $4 million for environmental liabilities for both  december 31, 2020 and 2019.",environmental,none
2947,"we may incur losses for environmental remediation in excess of the amounts accrued; however, we are not able to estimate the amount or range of such potential excess.",environmental,none
2948,"  f- 55 table of contents   environmental matters   under the comprehensive environmental response, compensation, and liability act and similar state laws, a current or former owner or operator of real property in the u.",environmental,none
2950,"may be liable for remediation costs regardless of whether the release or disposal of hazardous substances was in compliance with law at the time it occurred, and a current owner or operator may be liable regardless of whether it owned or operated the facility at the time of the release.",environmental,none
2958,  under the resource conservation and recovery act in the u.,environmental,none
2960,"and similar state laws, we may be required to remediate contamination originating from our properties as a condition to our hazardous waste permit.",environmental,none
2961,"some of our manufacturing sites have an extended history of industrial chemical manufacturing and use, including on-site waste disposal.",environmental,none
2962,"we are aware of soil, groundwater or surface contamination from past operations at some of our sites, and we may find contamination at other sites in the future.",environmental,none
2968,forest service notified us that we are a cercla potentially responsible party for contamination originating from the site.,environmental,none
3107,"  we own a portfolio of dye brands such as avitera®, for dyes used in t-shirts, formal shirts and towels for achieving sustainability, novacron®, for dyes used widely across casual wear and home textiles, lanasol®, for dyes used in wool formal suits, terasil®, for dyes used in sportswear, outerwear, home textiles and furnishings, eriofast®, for dyes used in high-end intimate apparel and lingerie, teratop®, for dyes used across the automotive industry and novasol®, for dyes used across military, protective w",environmental,none
3109,"  15 table of contents   environmental, health and safety systems   we are committed to achieving and maintaining compliance with all applicable ehs legal requirements, and we have developed policies and management systems that are intended to identify the multitude of ehs legal requirements applicable to our operations, enhance compliance with applicable legal requirements, improve the safety of our employees, contractors, community neighbors and customers and minimize the production and emission of wastes",environmental,action
3210," oil and gas, coatings, construction, electronics and electrical insulation applications.",environmental,none
3216, and other pollutants.,environmental,none
