,text,environmental,action
417,"In the jurisdictions in which we operate, we are subject to numerous federal, state and local environmental, health and safety laws and regulations, including those governing the discharge of pollutants into the air and water, the management and disposal of hazardous substances and wastes and the cleanup of contaminated properties.",environmental,none
418,"We currently use, and in the past have used, hazardous substances at many of our facilities, and we have in the past been, and may in the future be, subject to claims relating to exposure to hazardous materials.",environmental,none
419,"We also have generated, and continue to generate, hazardous wastes at a number of our facilities.",environmental,none
421,"Liabilities associated with the investigation and cleanup of hazardous substances, as well as personal injury, property damages or natural resource damages arising from the release of, or exposure to, such hazardous substances, may be imposed in many situations without 13Albemarle Corporation and Subsidiaries regard to violations of laws or regulations or other fault, and may also be imposed jointly and severally .",environmental,none
429,"Compliance with environmental laws generally increases the costs of manufacturing, registration/approval requirements, transportation and storage of raw materials and finished products, and storage and disposal of wastes, and could have a material adverse effect on our results of operations.",environmental,none
431,"Additional information may arise in the future concerning the nature or extent of our liability with respect to identified sites, and additional sites may be identified for which we are alleged to be liable, that could cause us to materially increase our environmental accrual or the upper range of the costs we believe we could reasonably incur for such matters.",environmental,none
432,"Furthermore, environmental laws are subject to change and have become increasingly stringent in recent years.",environmental,none
435," In connection with the sale of certain properties and businesses, we have agreed to indemnify the purchasers of such properties for certain types of matters, such as certain breaches of representations and warranties, taxes and certain environmental matters.",environmental,none
436," With respect to environmental matters, the discovery of contamination arising from properties that we have divested may expose us to indemnity obligations under the sale agreements with the buyers of such properties or cleanup obligations and other damages under applicable environmental laws.",environmental,none
504,"Bans on movement of hazardous materials through cities, like Washington, D.",environmental,none
521,Natural disasters and weather-related matters could impact our results of operations.,environmental,none
525,Our operations in Chile could be subject to significant rain events and earthquakes.,environmental,none
526,"If similar weather-related matters or other natural disasters occur in the future, they could negatively affect the results of operations at our sites in the affected regions as well as have adverse impacts on the global economy.",environmental,none
529,"We may incur losses beyond the limits, or outside the coverage, of our insurance policies, including liabilities for environmental remediation.",environmental,none
535,We may be exposed to certain regulatory and financial risks related to climate change.,environmental,none
536,Growing concerns about climate change may result in the imposition of additional regulations or restrictions to which we may become subject.,environmental,none
537,"Climate changes include changes in rainfall and in storm patterns and intensities, water shortages, significantly changing sea levels and increasing atmospheric and water temperatures, among others.",environmental,none
538,"For example, there have been concerns regarding the declining water level of the Dead Sea, from which our joint venture, JBC, produces bromine.",environmental,none
539,"A number of governments or governmental bodies have introduced or are contemplating regulatory changes in response to climate change, including regulating greenhouse gas emissions.",environmental,action
542,federal regulation will be forthcoming with respect to greenhouse gas emissions and/or “cap and trade” legislation that could impact our operations.,environmental,none
543,"In addition, we have operations in the European Union, Brazil, China, Japan, Jordan, Saudi Arabia, Singapore and the United Arab Emirates, which have implemented measures to achieve objectives under the Kyoto Protocol, an international agreement linked to the United Nations Framework Convention on Climate Change, which set binding targets for reducing greenhouse gas emissions.",environmental,action
546,"and other jurisdictions in which we operate may result in new or additional requirements, additional charges to fund energy efficiency activities, and fees or restrictions on certain activities.",environmental,none
547,"While certain climate change initiatives may result in new business opportunities for us in the area of alternative fuel technologies and emissions control, compliance with these initiatives may also result in additional costs to us, including, among other things, increased production costs, additional taxes, reduced emission allowances or additional restrictions on production or operations.",environmental,none
548,Any adopted future climate change regulations could also negatively impact our ability to compete with companies situated in areas not subject to such limitations.,environmental,none
549,"Even without such regulation, increased public awareness and adverse publicity about potential impacts on climate change emanating from us or our industry could harm us.",environmental,none
551,"Furthermore, the potential impact of climate change and related regulation on our customers is highly uncertain and there can be no assurance that it will not have an adverse effect on our financial condition and results of operations.",environmental,none
759,"We are involved in litigation incidental to our business and are a party to a number of legal actions and claims, various governmental proceedings and private civil lawsuits, including, but not limited to, those related to environmental and hazardous material exposure matters, product liability, and breach of contract.",environmental,none
893,"We continue to build upon our existing green solutions portfolio and our ongoing mission to provide innovative, yet commercially viable, clean energy products and services to the marketplace.",environmental,action
907,Commissioning of the expansion is expected to begin in the second quarter of 2019 and would more than double the current lithium carbonate capacity.,environmental,action
909,"•We announced that we have developed an innovative technology that could lead to a sustainable increase in total lithium production in Chile to as much as 125,000 metric tons of lithium carbonate equivalent annually, without the need for additional brine pumping at the Salar de Atacama.",environmental,action
930,"In particular, the market for lithium battery and energy storage continues to accelerate, providing the opportunity to continue to develop high quality and innovative products while managing the high cost of expanding capacity.",environmental,action
931,"The other markets we serve continue to present various opportunities for value and growth as we have positioned ourselves to manage changing global conditions, such as slow and uneven global growth, currency exchange volatility, crude oil price fluctuation, a dynamic pricing environment and an ever-changing landscape in electronics, the continuous need for cutting edge catalysts and technology by our refinery customers and increasingly stringent environmental standards.",environmental,none
939,"On a longer term basis, we believe that demand for lithium will continue to grow as new applications for lithium power continue to be developed and the use of plug-in hybrid electric vehicles and battery electric vehicles escalates, against a favorable backdrop of steadily declining electric battery costs, increasing electric battery performance and constructive global public policy toward acceptance of e-mobility/renewables.",environmental,none
960,"Our FCC business also performed as expected, despite impacts from hurricane Harvey.",environmental,none
962,"On a longer term basis, we believe increased global demand for transportation fuels, new refinery start-ups and ongoing adoption of cleaner fuels will be the primary drivers of growth in our Refining Solutions business.",environmental,none
963,We believe delivering superior end-use performance continues to be the most effective way to create sustainable value in the refinery catalysts industry.,environmental,none
1045,4 million negative impact from hurricane Harvey.,environmental,none
1289,"4 million related to environmental charges related to a site formerly owned by Albemarle, partially offset by a gain related to a previously disposed of site in China of $1.",environmental,none
1313,5 million negative impact from hurricane Harvey.,environmental,none
1548,"4 million related to environmental charges related to a site formerly owned by Albemarle, partially offset by a gain related to a previously disposed of site in China of $1.",environmental,none
1639,Environmental Remediation Liabilities.,environmental,none
1641,"Cost estimates to remediate each specific site are developed by assessing  the scope of our contribution to the environmental matter,  the scope of the anticipated remediation and monitoring plan and  the extent of other parties’ share of responsibility.",environmental,none
2042,"Safety and Environmental MattersWe are subject to federal, state, local and foreign requirements regulating the handling, manufacture and use of materials, the discharge of materials into the environment and the protection of the environment.",environmental,none
2043,"To our knowledge, we are currently complying and expect to continue to comply in all material respects with applicable environmental laws, regulations, statutes and ordinances.",environmental,none
2044,"Compliance with existing federal, state, local and foreign environmental protection laws is not expected to have a material effect on capital expenditures, earnings or our competitive position, but the costs associated with increased legal or regulatory requirements could have an adverse effect on our operating results.",environmental,none
2045,"Among other environmental requirements, we are subject to the federal Superfund law, and similar state laws, under which we may be designated as a PRP, and may be liable for a share of the costs associated with cleaning up various hazardous waste sites.",environmental,none
2047,"Further, almost all such sites represent environmental issues that are quite mature and have been investigated, studied and in many cases settled.",environmental,none
2051,"Because management has been actively involved in evaluating environmental matters, we are able to conclude that the outstanding environmental liabilities for unresolved PRP sites should not have a material adverse effect upon our results of operations or financial condition.",environmental,none
2052,Our environmental and safety operating costs charged to expense were $40.,environmental,none
2060,"See Note 17, “Commitments and Contingencies” to our consolidated financial statements included in Part II, Item 8 of this report for a reconciliation of our environmental liabilities for the years ended December 31, 2017, 2016 and 2015.",environmental,none
2061,"Capital expenditures for pollution-abatement and safety projects, including such costs that are included in other projects, were approximately $28.",environmental,none
2065,"In the future, capital expenditures for these types of projects may increase due to more stringent environmental regulatory requirements and our efforts in reaching sustainability goals.",environmental,none
2066,"Management’s estimates of the effects of compliance with governmental pollution-abatement and safety regulations are subject to  the possibility of changes in the applicable statutes and regulations or in judicial or administrative construction of such statutes and regulations and  uncertainty as to whether anticipated solutions to pollution problems will be successful, or whether additional expenditures may prove necessary.",environmental,none
2238,"Environmental Compliance and RemediationEnvironmental compliance costs include the cost of purchasing and/or constructing assets to prevent, limit and/or control pollution or to monitor the environmental status at various locations.",environmental,none
2240,Environmental compliance costs also include maintenance and operating costs with respect to pollution prevention and control facilities and other administrative costs.,environmental,none
2242,Environmental remediation costs of facilities used in current operations are generally immaterial and are expensed as incurred.,environmental,none
2243,We accrue for environmental remediation costs and post-remediation costs that relate to existing conditions caused by past operations at facilities or off-plant disposal sites in the accounting period in which responsibility is established and when the related costs are estimable.,environmental,none
2476,"Through the acquisition of Rockwood, we became a leading integrated and low cost global producer of lithium and lithium compounds used in lithium-ion batteries for electronic devices, alternative transportation vehicles and energy storage technologies, meeting the significant growth in global demand for these products.",environmental,none
2718,2; 2020—$180.,environmental,none
3100,Environmental remediation liabilities included discounted liabilities of $28.,environmental,none
3108,94Albemarle Corporation and SubsidiariesNOTES TO THE CONSOLIDATED FINANCIAL STATEMENTSThe amounts recorded represent our future remediation and other anticipated environmental liabilities.,environmental,none
3109,"These liabilities typically arise during the normal course of our operational and environmental management activities or at the time of acquisition of the site, and are based on internal analysis as well as input from outside consultants.",environmental,none
3112,"Although it is difficult to quantify the potential financial impact of these remediation liabilities, management estimates that there is a reasonable possibility that future environmental remediation costs associated with our past operations, in excess of amounts already recorded, could be up to approximately $18 million before income taxes.",environmental,none
3113,"We believe that any sum we may be required to pay in connection with environmental remediation matters in excess of the amounts recorded would likely occur over a period of time and would likely not have a material adverse effect upon our results of operations, financial condition or cash flows on a consolidated annual basis although any such sum could have a material adverse impact on our results of operations, financial condition or cash flows in a particular quarterly reporting period.",environmental,none
3125,"LitigationWe are involved from time to time in legal proceedings of types regarded as common in our business, including administrative or judicial proceedings seeking remediation under environmental laws, such as the federal Comprehensive 95Albemarle Corporation and SubsidiariesNOTES TO THE CONSOLIDATED FINANCIAL STATEMENTSEnvironmental Response, Compensation and Liability Act, commonly known as CERCLA or Superfund, products liability, breach of contract liability and premises liability litigation.",environmental,none
3145,"The majority of the Company’s other guarantees have terms of one year and mainly consist of performance and environmental guarantees, as well as guarantees to customs and port authorities.",environmental,none
3297,2 7.,environmental,none
3515,"4 million related to environmental charges related to a site formerly owned by Albemarle, partially offset by a gain related to a previously disposed of site in China of $1.",environmental,none
3871,"Some of the risks associated with the integration of acquisitions include:•potential disruption of our ongoing business and distraction of management;•unforeseen claims and liabilities, including unexpected environmental exposures;•unforeseen adjustments, charges and write-offs;•problems enforcing the indemnification obligations of sellers of businesses or joint venture partners for claims and liabilities;•unexpected losses of customers of, or suppliers to, the acquired business;•difficulty in conforming th",environmental,none
3888,"54Albemarle Corporation and Subsidiaries We believe that any sum we may be required to pay in connection with environmental remediation and asset retirement obligation matters in excess of the amounts recorded should occur over a period of time and should not have a material adverse effect upon our results of operations, financial condition or cash flows on a consolidated annual basis, although any such sum could have a material adverse impact on our results of operations, financial condition or cash flows ",environmental,none
3916,"The most significant commitments are as follows: EnvironmentalWe had the following activity in our recorded environmental liabilities for the years ended December 31, 2017, 2016 and 2015 : Year Ended December 31, 2017 2016 2015Balance, beginning of year$34,919 $31,436 $9,235Expenditures     Acquisition of Rockwood— — 34,626Divestitures— —  Accretion of discount896 793 902Additions and revisions of estimates3,344 4,004 150Reclass to liabilities held for sale — —  Foreign currency translation adjustments and ",environmental,none
3987,"other2,467 1,353  Balance, end of year39,808 34,919 31,436Less amounts reported in Accrued expenses2,290 2,324 1,443Amounts reported in Other noncurrent liabilities$37,518 $32,595 $29,993 Represents environmental liabilities of the metal sulfides and minerals-based flame retardants and specialty chemicals businesses.",environmental,none
