,text,environmental,action
292,"Our management is actively involved in evaluating environmental matters and, based on information currently available to us, we have concluded that our outstanding environmental liabilities for unresolved waste sites currently known to us should not have a material effect on our operations.",environmental,action
293,We use and generate hazardous substances and wastes in our operations and may become subject to claims for personal injury and/or property damage relating to the release of such substances into the environment.,environmental,none
294,"In addition, some of our current properties are, or have been, used for industrial purposes, which could contain currently unknown contamination that could expose us to governmental requirements or claims relating to environmental remediation, personal injury and/or property damage.",environmental,none
296,"These risks could expose us to substantial liability for personal injury, wrongful death, property damage, loss of production, pollution and other environmental damages.",environmental,none
300,"However, we believe that the likelihood of an environmental-related catastrophic occurrence or a series of occurrences that could materially affect the Company’s financial position or competitiveness is low.",environmental,none
301,We record accruals for environmental and asset retirement obligation matters when it is probable that a liability has been incurred and the amount of the liability can be reasonably estimated.,environmental,none
302,It is possible that new information or future developments could require us to reassess our potential exposure related to environmental matters.,environmental,none
303,We may incur significant costs and liabilities in order to comply with existing environmental laws and regulations.,environmental,none
304,"It is also possible that other developments, such as increasingly strict environmental laws, regulations and orders of regulatory agencies, as well as claims for damages to property and the environment or injuries to employees and other persons resulting from our current or past operations, could result in substantial costs and liabilities in the future.",environmental,none
307,"We cannot assure you that, as a result of former, current or future operations, there will not be some future impact on us relating to new regulations or additional environmental remediation or restoration liabilities.",environmental,none
308,See “Safety and Environmental Matters” in Item 7.,environmental,none
310,9Albemarle Corporation and Subsidiaries Climate ChangeThe growing concerns about climate change and the related imposition by governments of more stringent regulations may provide us with new or expanded business opportunities.,environmental,none
311,"The Company seeks to capitalize on the “green revolution” by providing solutions to companies pursuing alternative fuel products and technologies, emission control technologies and other similar solutions.",environmental,action
312,"As demand for, and legislation mandating or incentivizing the use of alternative fuel technologies that limit or eliminate greenhouse gas emissions increase, we continue to monitor the market and offer solutions where we have appropriate technology and believe we are well positioned to take advantage of opportunities that may arise if new legislation is enacted.",environmental,action
313,See page 15 for further discussion on climate change in Item 1A.,environmental,none
359,"Our Corporate Governance Guidelines, Code of Business Conduct and the charters of the Audit and Finance, Health, Safety and Environment, Executive Compensation, and Nominating and Governance Committees are also available on our website and are available in print to any shareholder upon request by writing to Investor Relations, 451 Florida Street, Baton Rouge, Louisiana 70801, or by calling  388-8011.",environmental,none
409,"Sales of our agrichemicals are also subject to fluctuation as demand varies depending on climate and other environmental conditions, which may prevent or reduce farming for extended periods.",environmental,none
427,"For example, we are experiencing increased competition from large-scale producers of pharmachemicals, particularly from Asian producers, and, our petroleum refinery customers are processing crude oil feedstocks of declining quality while at the same time operating under increasingly stringent regulations requiring the gasoline, diesel and other fuels they produce to contain fewer impurities, including sulfur.",environmental,none
489,"We incur substantial costs in order to comply with extensive environmental, health and safety laws and regulations.",environmental,none
490,"In the jurisdictions in which we operate, we are subject to numerous federal, state and local environmental, health and safety laws and regulations, including those governing the discharge of pollutants into the air and water, the management and disposal of hazardous substances and wastes and the cleanup of contaminated properties.",environmental,none
492,Environmental laws have become increasingly strict in recent years.,environmental,none
494,"Violations of environmental, health and safety laws and regulations may subject us to fines, penalties and other liabilities and may require us to change certain business practices or curtail production.",environmental,none
495,"If we violate environmental, health and safety laws or regulations, in addition to being required to correct such violations, we can be held liable in administrative, civil or criminal proceedings for substantial fines and other sanctions could be imposed that could disrupt or limit our operations.",environmental,none
496,"Liabilities associated with the investigation and cleanup of hazardous substances, as well as personal injury, property damages or natural resource damages arising from the release of, or exposure to, such hazardous substances, may be imposed in many situations without regard to violations of laws or regulations or other fault, and may also be imposed jointly and severally .",environmental,none
499,"We use, and in the past have used, hazardous substances at many of our facilities, and we have in the past, and may in the future, be subject to claims relating to exposure to hazardous materials and the associated liabilities may be material.",environmental,none
500,"We also have generated, and continue to generate, hazardous wastes at a number of our facilities.",environmental,none
502,We have also given contractual indemnities for environmental conditions relating to facilities we no longer own or operate.,environmental,none
503,"The nature of our business, including historical operations at our current and former facilities, exposes us to risks of liability under these laws and regulations due to the production, storage, use, transportation and sale of materials that can cause contamination or personal injury if released into the environment.",environmental,none
504,"Additional information may arise in the future concerning the nature or extent of our liability with respect to identified sites, and additional sites may be identified for which we are alleged to be liable, that could cause us to materially increase our environmental accrual or the upper range of the costs we believe we could reasonably incur for such matters.",environmental,none
505,Contractual indemnities may be ineffective in protecting us from environmental liabilities.,environmental,none
508,We may be exposed to certain regulatory and financial risks related to climate change.,environmental,none
509,Growing concerns about climate change may result in the imposition of additional regulations or restrictions to which we may become subject.,environmental,none
510,"Climate changes include changes in rainfall and in storm patterns and intensities, water shortages, significantly changing sea levels and increasing atmospheric and water temperatures, among others.",environmental,none
511,"For example, there has been increasing concern regarding the declining water level of the Dead Sea, from which our joint venture, JBC, produces bromine.",environmental,none
512,A number of governments or governmental bodies have introduced or are contemplating regulatory changes in response to climate change.,environmental,action
513,"For example, some of our operations are within jurisdictions that have, or are developing, regulatory regimes governing greenhouse gas emissions.",environmental,none
516,federal regulation will be forthcoming with respect to greenhouse gas emissions ) and/or “cap and trade” legislation that could have impacts on our operations.,environmental,none
517,"In addition, we have operations in the European Union, Brazil, China, Japan, Jordan, Saudi Arabia, Singapore and the United Arab Emirates, which have implemented measures to achieve objectives under the Kyoto Protocol, an 15Albemarle Corporation and Subsidiaries international agreement linked to the United Nations Framework Convention on Climate Change, which set binding targets for reducing greenhouse gas emissions.",environmental,action
518,The first commitment period under the Kyoto Protocol expired in 2012.,environmental,none
519,"An amendment was passed by the UNFCC during the December 2012 Doha climate change talks that would implement a second commitment period through 2020, but the amendment has not entered into legal force pending acceptance by participating countries.",environmental,action
522,"and other jurisdictions in which we operate may result in new or additional requirements, additional charges to fund energy efficiency activities, fees or restrictions on certain activities.",environmental,none
523,"While certain climate change initiatives may result in new business opportunities for us in the area of alternative fuel technologies and emissions control, compliance with these initiatives may also result in additional costs to us, including, among other things, increased production costs, additional taxes, reduced emission allowances or additional restrictions on production or operations.",environmental,none
524,Any adopted future climate change regulations could also negatively impact our ability to compete with companies situated in areas not subject to such limitations.,environmental,none
525,"Even without such regulation, increased public awareness and adverse publicity about potential impacts on climate change emanating from us or our industry could harm us.",environmental,none
527,"Furthermore, the potential impacts of climate change and related regulation on our customers are highly uncertain and may adversely affect us.",environmental,none
529,We manufacture or market a number of products that are or have been the subject of attention by regulatory authorities and environmental interest groups.,environmental,none
530,"For example, for many years we have marketed methyl bromide, a chemical that is particularly effective as a soil fumigant.",environmental,none
531,"In recent years, the market for methyl bromide has changed significantly, driven by the Montreal Protocol of 1990 and related regulations prompted by findings regarding the chemical’s potential to deplete the ozone layer.",environmental,none
533,"Over the past decade, there has been increasing scrutiny of certain brominated flame retardants by regulatory authorities, legislative bodies and environmental interest groups in various countries.",environmental,none
535,"Concern about the impact of some of our products on human health or the environment may lead to regulation, or reaction in our markets independent of regulation, that could reduce or eliminate markets for such products.",environmental,none
539,"Also, in August 2013, the Stockholm Convention on Persistent Organic Pollutants banned HBCD under the Convention effective November 2014, with certain uses exempted to allow time for the development of alternative products.",environmental,action
546,"Agencies in the European Union continue to evaluate the risks to human health and the environment associated with certain brominated flame retardants such as tetrabromobisphenol A and decabromodiphenylethane, both of which we manufacture.",environmental,none
548,"In addition, the threat of additional regulation or concern about the impact of brominated flame retardants on human health or the environment could lead to a negative reaction in our markets that could reduce or eliminate our markets for these products, which could have an adverse effect on our sales and profitability.",environmental,none
555,"Our business is subject to hazards common to chemical manufacturing, storage, handling and transportation, including explosions, fires, inclement weather, natural disasters, mechanical failure, unscheduled downtime, transportation interruptions, remediation, chemical spills, discharges or releases of toxic or hazardous substances or gases and other risks.",environmental,none
556,"These hazards can cause personal injury and loss of life, severe damage to, or destruction of, property and equipment and environmental contamination.",environmental,none
559,Natural disasters and weather-related matters could impact our results of operations.,environmental,none
563,"If similar weather-related matters or other natural disasters occur in the future, they could negatively affect the results of operations at our sites in the affected regions as well as have adverse impacts on the global economy.",environmental,none
566,"We may incur losses beyond the limits, or outside the coverage, of our insurance policies, including liabilities for environmental remediation.",environmental,none
634,"Bans on movement of hazardous materials through cities, like Washington, D.",environmental,none
708,"Environmental Protection Agency Region 4 regarding the implementation of the Pharmaceutical Maximum Achievable Control Technology standards at our plant in Orangeburg, South Carolina.",environmental,none
718,"In addition, we are involved from time to time in legal proceedings of types regarded as common in our business, including administrative or judicial proceedings seeking remediation under environmental laws such as CERCLA or Superfund, products liability, breach of contract liability and premises liability litigation.",environmental,none
755,", the world’s leading supplier of deep ultraviolet illumination sources.",environmental,none
799," Zumstein previously served as our Vice President of Health, Safety and Environment and Vice President of Manufacturing for our Polymer Solutions division.",environmental,none
873,We are committed to global sustainability and are advancing responsible eco-practices and solutions in our three business segments.,environmental,action
876,"We continue to build upon our existing green solutions portfolio and our ongoing mission to provide innovative, yet commercially viable, clean energy products and services to the marketplace.",environmental,action
917,We expect to commercialize GreenCrest before the REACH sunset date for HBCD.,environmental,action
952,"In addition, we expect growth in our PCS division 29Albemarle Corporation and Subsidiaries to come from growing global demand for plastics driven by rising standards of living and infrastructure spending, particularly in Asia and the Middle East, as well as from the LED market, driven by energy efficiency demands.",environmental,none
953,"Delivering superior end-use performance continues to be the most effective way to create sustainable value in the refinery catalysts industry, and our technologies continue to provide significant performance and financial benefits to refiners challenged to meet tighter regulations around the world, those managing new contaminants present in North America tight oil, and those in the Middle East and Asia seeking to use heavier feedstock while pushing for higher propylene yields.",environmental,action
960,"Factors that could cause a decline in the trajectory of this business include a continuation of the recent destocking and well completion delays that we observed late in 2013, or a meaningful decline in oil prices, or increase in regulatory pressure on offshore drilling, which could lead to delays in deep water and ultra-deep water spending.",environmental,none
1313,Environmental Remediation Liabilities.,environmental,none
1315,"Cost estimates to remediate each specific site are developed by assessing  the scope of our contribution to the environmental matter,  the scope of the anticipated remediation and monitoring plan and  the extent of other parties’ share of responsibility.",environmental,none
1684,"Safety and Environmental MattersWe are subject to federal, state, local and foreign requirements regulating the handling, manufacture and use of materials, the discharge of materials into the environment and the protection of the environment.",environmental,none
1685,"To our knowledge, we are currently complying and expect to continue to comply in all material respects with applicable environmental laws, regulations, statutes and ordinances.",environmental,none
1686,"Compliance with existing federal, state, local and foreign environmental protection laws is not expected to have a material effect on capital expenditures, earnings or our competitive position, but the costs associated with increased legal or regulatory requirements could have an adverse effect on our results.",environmental,none
1687,"Among other environmental requirements, we are subject to the federal Superfund law, and similar state laws, under which we may be designated as a PRP, and may be liable for a share of the costs associated with cleaning up various hazardous waste sites.",environmental,none
1689,"Further, almost all such sites represent environmental issues that are quite mature and have been investigated, studied and in many cases settled.",environmental,none
1693,"Because management has been actively involved in evaluating environmental matters, we are able to conclude that the outstanding environmental liabilities for unresolved PRP sites should not have a material adverse effect upon our results of operations or financial condition.",environmental,none
1694,Our environmental and safety operating costs charged to expense were $44.,environmental,none
1703,"7 million in estimated site remediation liabilities at our Avonmouth, United Kingdom site as part of the charges associated with our exit of the phosphorus flame retardant business.",environmental,none
1706,"Capital expenditures for pollution-abatement and safety projects, including such costs that are included in other projects, were approximately $14.",environmental,none
1710,"In the future, capital expenditures for these types of projects may increase due to more stringent environmental regulatory requirements and our efforts in reaching sustainability goals.",environmental,none
1711,"Management’s estimates of the effects of compliance with governmental pollution-abatement and safety regulations are subject to  the possibility of changes in the applicable statutes and regulations or in judicial or administrative construction of such statutes and regulations and  uncertainty as to whether anticipated solutions to pollution problems will be successful, or whether additional expenditures may prove necessary.",environmental,none
1860,"Environmental Compliance and RemediationEnvironmental compliance costs include the cost of purchasing and/or constructing assets to prevent, limit and/or control pollution or to monitor the environmental status at various locations.",environmental,none
1862,Environmental compliance costs also include maintenance and operating costs with respect to pollution prevention and control facilities and other administrative costs.,environmental,none
1864,Environmental remediation costs of facilities used in current operations are generally immaterial and are expensed as incurred.,environmental,none
1865,"On an undiscounted basis, we accrue for environmental remediation costs and post-remediation costs that relate to existing conditions caused by past operations at facilities or off-plant disposal sites in the accounting period in which responsibility is established and when the related costs are estimable.",environmental,none
2103,9 million to SOCC.,environmental,none
2107,5 million in Patents and Technology relates to our acquisition of certain patents in 2012 related to catalysts useful in the production of fuel products from renewable feedstocks.,environmental,none
2330,"These liabilities typically arise during the normal course of our operational and environmental management activities or at the time of acquisition of the site, and are based on internal analysis as well as input from outside consultants.",environmental,none
2333,"Although it is difficult to quantify the potential financial impact of these remediation liabilities, management estimates that there is a reasonable possibility that future environmental remediation costs associated with our past operations, in excess of amounts already recorded, could be up to approximately $17 million before income taxes.",environmental,none
2338,"In connection with the remediation activities at our Bergheim, Germany site as required by the German environmental authorities, we have pledged certain of our land and housing facilities at this site which has an estimated fair value of $6.",environmental,action
2341,"7 million in estimated site remediation liabilities at our Avonmouth, United Kingdom site as part of the charges associated with our exit of the phosphorus flame retardant business.",environmental,none
2345,"We believe that any sum we may be required to pay in connection with environmental remediation matters in excess of the amounts recorded should occur over a period of time and should not have a material adverse effect upon our results of operations, financial condition or cash flows on a consolidated annual basis although any such sum could have a material adverse impact on our results of operations, financial condition or cash flows in a particular quarterly reporting period.",environmental,none
2354,"Environmental Protection Agency Region 4 regarding the implementation of the Pharmaceutical Maximum Achievable Control Technology standards at our plant in Orangeburg, South Carolina.",environmental,none
2364,"In addition, we are involved from time to time in legal proceedings of types regarded as common in our business, including administrative or judicial proceedings seeking remediation under environmental laws, such as the federal Comprehensive Environmental Response, Compensation and Liability Act, commonly known as CERCLA or Superfund, products liability, breach of contract liability and premises liability litigation.",environmental,none
2370,"The majority of the Company’s other guarantees have terms of one year and mainly consist of performance and environmental guarantees, as well as guarantees to customs and port authorities.",environmental,none
3006,"Some of the risks associated with the integration of acquisitions include:•potential disruption of our ongoing business and distraction of management;•unforeseen claims and liabilities, including unexpected environmental exposures;•unforeseen adjustments, charges and write-offs;•problems enforcing the indemnification obligations of sellers of businesses or joint venture partners for claims and liabilities;•unexpected losses of customers of, or suppliers to, the acquired business;•difficulty in conforming th",environmental,none
3021,"We believe that any sum we may be required to pay in connection with environmental remediation and asset retirement obligation matters in excess of the amounts recorded should occur over a period of time and should not have a material adverse effect upon our results of operations, financial condition or cash flows on a consolidated annual basis, although any such sum 50Albemarle Corporation and Subsidiaries could have a material adverse impact on our results of operations, financial condition or cash flows ",environmental,none
3036,"NOTE 15—Commitments and Contingencies:In the ordinary course of business, we have commitments in connection with various activities, the most significant of which are as follows:EnvironmentalWe had the following activity in our recorded environmental liabilities for the years ended December 31, 2013, 2012 and 2011 : Year Ended December 31, 2013 2012 2011Balance, beginning of year$20,322 $12,359 $13,806Expenditures     Changes in estimates recorded to earnings and other  227  Exit of phosphorus flame retarda",environmental,none
3093,"nts business— 8,700 —Foreign currency translation192 487  Balance, end of year16,599 20,322 12,359Less amounts reported in Accrued expenses7,386 3,109 1,433Amounts reported in Other noncurrent liabilities$9,213 $17,213 $10,926The amounts recorded represent our future remediation and other anticipated environmental liabilities.",environmental,none
