,text,environmental,action
262,"•during september 2010, our vinyls facilities in north lake charles and plaquemine each received a consolidated compliance order and notice of potential penalty, alleging violations of various requirements of those facilities' air permits, based largely on self-reported permit deviations related to record-keeping violations.",environmental,none
263,we have been negotiating a possible global settlement of these and several other matters with louisiana department of environmental quality.,environmental,action
265,"•for several years, the epa has been conducting an enforcement initiative against petroleum refineries and petrochemical plants with respect to emissions from flares.",environmental,action
266,"on april 21, 2014, we received a clean air act section 114 information request from the epa which sought information regarding flares at the calvert city, kentucky facility and certain lake charles facilities.",environmental,none
270,"6table of contents•regional offices of the epa have investigated, and in some cases inspected, our compliance with risk management program requirements under the clean air act at our calvert city, kentucky; natrium, west virginia and geismar, louisiana facilities.",environmental,action
272,"•in october 2017, the enforcement division of kentucky department of environmental protection indicated that it intended to proceed with enforcement on two notices of violation received by our calvert city, kentucky facility in december 2016 and may 2017.",environmental,action
277,"also see our discussion of our environmental matters contained in item 1a, risk factors below, item 3, legal proceedings below and note 20 to our consolidated financial statements included in item 8 of this form 10-k.",environmental,none
335,changes to regulatory policies applicable to the german energy sector for industrial users have contributed to higher prices for industrial users of energy in the future.,environmental,none
353,"additionally, the export of natural gas liquids from the united states or greater restrictions on hydraulic fracturing could restrict the availability of our raw materials in the united states, thereby increasing our costs.",environmental,none
395,"according to some experts, global climate change could result in heightened hurricane activity in the gulf of mexico and other weather and natural disaster hazards worldwide.",environmental,none
396,"if this materializes, severe weather and natural disaster hazards could pose an even greater risk for our facilities, particularly those in louisiana.",environmental,none
397,"all these hazards can cause personal injury and loss of life, catastrophic damage to or destruction of property and equipment and environmental damage, and may result in a suspension of operations and the imposition of civil or criminal penalties.",environmental,none
398,we could become subject to environmental claims brought by governmental entities or third parties.,environmental,none
419,"these transport operations are subject to various hazards and risks, including extreme weather conditions, work stoppages and operating hazards, as well as interstate transportation regulations.",environmental,none
431,"12table of contentsour operations and assets are subject to extensive environmental, health and safety laws and regulations.",environmental,none
432,we use large quantities of hazardous substances and generate large quantities of hazardous wastes and emissions in our manufacturing operations.,environmental,none
433,"due to the large quantities of hazardous substances and wastes, our industry is highly regulated and monitored by various environmental regulatory authorities such as the epa and the european union, which promulgates the industrial emission directive .",environmental,none
434,"as such, we are subject to extensive international, national, state and local laws, regulations and directives pertaining to pollution and protection of the environment, health and safety, which govern, among other things, emissions to the air, discharges onto land or waters, the maintenance of safe conditions in the workplace, the remediation of contaminated sites, and the generation, handling, storage, transportation, treatment and disposal of waste materials.",environmental,none
436,"many of these laws, regulations and directives provide for substantial fines and potential criminal sanctions for violations and require the installation of costly pollution control equipment or operational changes to limit pollution emissions or reduce the likelihood or impact of hazardous substance releases, whether permitted or not.",environmental,action
440,"the rule sets emission limits and work practice standards for total organic air toxics and for three specific air toxics: vinyl chloride, chlorinated di-benzo dioxins and furans, and hydrogen chloride and includes requirements to demonstrate initial and continuous compliance with the emission standards.",environmental,none
441,"similarly, the toxic substances control act imposes reporting, record-keeping and testing requirements, and restrictions relating to the production, handling, and use of chemical substances.",environmental,none
445,another rule sets the epa's approach for determining whether these high priority chemicals present an unreasonable risk to health or the environment.,environmental,none
446,these two rules are currently the subject of legal challenges by environmental groups.,environmental,none
450,"in march 2011, the epa proposed amendments to the emission standards for hazardous air pollutants for mercury emissions from mercury cell chlor-alkali plants.",environmental,none
451,these proposed amendments would require improvements in work practices to reduce fugitive mercury emissions.,environmental,action
454,"our operations produce greenhouse gas emissions, which have been the subject of increased scrutiny and regulation.",environmental,none
455,"in december 2015, the united states joined the international community at the 21st conference of the parties of the united nations framework convention on climate change in paris, france.",environmental,action
456,the resulting paris agreement calls for the parties to undertake ambitious efforts to limit the average global temperature and to conserve and enhance sinks and reservoirs of greenhouse gases.,environmental,action
461,"legislation to regulate ghg emissions has also been introduced in the united states congress, and there has been a wide-ranging policy debate regarding the impact of these gases and possible means for their regulation.",environmental,action
462,some of the proposals would require industries to meet stringent new standards that would require substantial reductions in carbon emissions.,environmental,none
464,"13table of contentsvarious jurisdictions have considered or adopted laws and regulations on ghg emissions, with the general aim of reducing such emissions.",environmental,action
465,"the epa currently requires certain industrial facilities to report their ghg emissions, and to obtain permits with stringent control requirements before constructing or modifying new facilities with significant ghg emissions.",environmental,action
466,"in the european union, the emissions trading scheme obligates certain emitters to obtain ghg emission allowances to comply with a cap and trade system for ghg emissions.",environmental,none
467,"in addition, the european union has committed to reduce domestic ghg emissions by at least 40% below the 1990 level by 2030.",environmental,action
468,"as our chemical manufacturing processes result in ghg emissions, these and other ghg laws and regulations could affect our costs of doing business.",environmental,none
469,"under the ied, european union member state governments are expected to adopt rules and implement environmental permitting programs relating to air, water and waste for industrial facilities.",environmental,action
472,"in addition, under the environmental liability directive, european union member states can require the remediation of soil and groundwater contamination in certain circumstances, under the polluter pays principle.",environmental,none
476,"environmental laws may have a significant effect on the nature and scope of, and responsibility for, cleanup of contamination at our current and former operating facilities, the costs of transportation and storage of raw materials and finished products, the costs of reducing emissions and the costs of the storage and disposal of wastewater.",environmental,none
479,"comprehensive environmental response, compensation, and liability act, similar state laws and certain european directives impose joint and several liability for the costs of remedial investigations and actions on the entities that generated waste, arranged for disposal of the wastes, transported to or selected the disposal sites and the past and present owners and operators of such sites.",environmental,none
481,"in addition, cercla, similar state laws and certain european directives could impose liability for damages to natural resources caused by contamination.",environmental,none
482,"although we seek to take preventive action, our operations are inherently subject to accidental spills, discharges or other releases of hazardous substances that may make us liable to governmental entities or private parties.",environmental,none
483,"this may involve contamination associated with our current and former facilities, facilities to which we sent wastes or by-products for treatment or disposal and other contamination.",environmental,none
484,"accidental discharges may occur in the future, future action may be taken in connection with past discharges, governmental agencies may assess damages or penalties against us in connection with any past or future contamination, or third parties may assert claims against us for damages allegedly arising out of any past or future contamination.",environmental,none
536,"the dodd-frank wall street reform and consumer protection act of 2010 contains provisions to improve transparency and accountability concerning the supply of certain minerals, known as conflict minerals, originating from the democratic republic of congo and adjoining countries .",environmental,none
616,"in the event of a terrorist attack impacting one or more of our facilities, we could lose the net sales from the facilities and the facilities themselves, and could become liable for any contamination or for personal or property damage due to exposure to hazardous materials caused by any catastrophic release that may result from a terrorist attack.",environmental,none
677,our lake charles cogeneration assets have the capacity to generate approximately 420 megawatts of electricity per year.,environmental,none
678,"our plaquemine site is located on approximately 860 acres on the west bank of the mississippi river in iberville parish and includes a chlor-alkali plant, a vcm plant, a pvc plant and cogeneration assets.",environmental,none
712,"business—environmental and note 20 to our consolidated financial statements included in item 8 of this form 10-k, we are involved in various legal proceedings incidental to the conduct of our business.",environmental,none
999,"as noted above in item 1a, risk factors, we are subject to extensive environmental regulations, which may impose significant additional costs on our operations in the future.",environmental,none
1000,"further, concerns about ghg emissions and their possible effects on climate change has led to the enactment of regulations, and to proposed legislation and additional regulations, that could affect us in the form of increased cost of feedstocks and fuel, other increased costs of production and decreased demand for our products.",environmental,none
1033,375% senior notes due 2047 and the november 2017 remarketing of $250 million aggregate principal amount of louisiana local government environmental facilities and community development authority revenue refunding bonds .,environmental,none
1048,"during september 2017, we directed the louisiana local government authority environmental facilities and community development authority to optionally redeem in full $250 million aggregate principal amount of the authority's 6 ¾% tax-exempt revenue bonds due november 2032 on november 1, 2017 at a redemption price of par.",environmental,none
1064,2propane  18.,environmental,none
1225,"the remaining capital expenditures in 2017 and 2016 primarily related to projects to improve production capacity or reduce costs, maintenance and safety projects and environmental projects at our various facilities.",environmental,action
1235,"the remaining capital expenditures in 2016 and 2015 primarily related to projects to improve production capacity or reduce costs, maintenance and safety projects and environmental projects at our various facilities.",environmental,action
1394,the public trust issued $11 million principal amount of tax-exempt waste disposal revenue bonds in order to finance our construction of waste disposal facilities for an ethylene plant.,environmental,action
1433,"we are party to various obligations to purchase goods and services, including commitments to purchase various feedstock, utilities, nitrogen, oxygen, product storage, pipeline usage and logistic support, in each case in the ordinary course of our business, as well as various purchase commitments for our capital projects.",environmental,none
1442,"this includes  our obligation under an $11 million letter of credit issued in connection with the $11 million tax-exempt waste disposal revenue bonds and  other letters of credit totaling $30 million issued primarily to support commercial obligations and obligations under our insurance programs, including workers' compensation claims.",environmental,none
1533,environmental and legal obligations.,environmental,none
1534,we consult with various professionals to assist us in making estimates relating to environmental costs and legal proceedings.,environmental,action
1537,additional information about certain legal proceedings and environmental matters appears in note 20 to the audited consolidated financial statements appearing elsewhere in this form 10-k.,environmental,none
1704,"environmental costsenvironmental costs relating to current operations are expensed or capitalized, as appropriate, depending on whether such costs provide future economic benefits.",environmental,none
1707,"environmental liabilities in connection with properties that are sold or closed are realized upon such sale or closure, to the extent they are probable and estimable and not previously reserved.",environmental,none
1781,2.,environmental,none
1986,"ike zone bondsin december 2010, the louisiana local government authority environmental facilities and community development authority, a political subdivision of the state of louisiana, completed the offering of $65 of 6 ½% tax-exempt revenue bonds due november 1, 2035 under section 704 of the emergency economic stabilization act of 2008 .",environmental,action
2026,the public trust issued $11 principal amount of tax-exempt waste disposal revenue bonds in order to finance the company's construction of waste disposal facilities for an ethylene plant.,environmental,action
2621,"commitments and contingenciesthe company is involved in a number of legal and regulatory matters, principally environmental in nature, that are incidental to the normal conduct of its business, including lawsuits, investigations and claims.",environmental,none
2624,"the company's assessment of the potential impact of environmental matters, in particular, is subject to uncertainty due to the complex, ongoing and evolving process of investigation and remediation of such environmental matters, and the potential for technological and regulatory developments.",environmental,none
2625,"in addition, the impact of evolving claims and programs, such as natural resource damage claims, industrial site reuse initiatives and state remediation programs creates further uncertainty of the ultimate resolution of these matters.",environmental,none
2626,"the company anticipates that the resolution of many legal and regulatory matters, and in particular environmental matters, will occur over an extended period of time.",environmental,none
2627,environmental.,environmental,none
2628,"as of december 31, 2017 and 2016, the company had reserves for environmental contingencies totaling approximately $49 and $49, respectively, most of which was classified as noncurrent liabilities.",environmental,none
2629,"the company's assessment of the potential impact of these environmental contingencies is subject to considerable uncertainty due to the complex, ongoing and evolving process of investigation and remediation, if necessary, of such environmental contingencies, and the potential for technological and regulatory developments.",environmental,none
2631,"for several years, the environmental protection agency has been conducting remedial investigation and feasibility studies at the company's calvert city, kentucky facility pursuant to the comprehensive environmental response, compensation, and liability act of 1980 .",environmental,action
2634,"the draft proposed plan describes a preferred remedy that includes a containment wall with targeted treatment and supplemental hydraulic containment, as well as active treatment of historical groundwater contamination under the tennessee river.",environmental,action
2639,"the soil and groundwater at the complex, which does not include the company's nearby pvc facility, had been extensively contaminated by goodrich's operations.",environmental,none
2643,"in the settlement, the parties agreed that, among other things:  polyone would pay 100% of the costs, net of recoveries or credits from third parties, incurred with respect to environmental issues at the calvert city site from august 1, 2007 forward; and  either the company or polyone might, from time to time in the future, institute an arbitration proceeding to adjust that percentage.",environmental,none
2655,environmental remediation: reasonably possible matters.,environmental,none
2656,"the company's assessment of the potential impact of environmental contingencies is subject to considerable uncertainty due to the complex, ongoing and evolving process of investigation and remediation, if necessary, of such environmental contingencies, and the potential for technological and regulatory developments.",environmental,none
2657,"as such, in addition to the amounts currently reserved, the company may be subject to reasonably possible loss contingencies related to environmental matters in the range of $55 to $110.",environmental,none
2661,"the company has various unconditional purchase obligations, primarily to purchase goods and services, including commitments to purchase various utilities, feedstock, nitrogen, oxygen, product storage and pipeline usage.",environmental,none
2669,"in addition, the company sells ethylene and ethylene co-products, primarily propylene, crude butadiene, pyrolysis gasoline and hydrogen, to external customers.",environmental,none
2674,"the company also produces chlorine, caustic soda, hydrogen and chlorinated derivative products at its facilities in natrium, longview, washington and beauharnois, quebec and pvc resin and pvc compounds at several facilities in mississippi.",environmental,none
2849,"5 amended and restated loan agreement, dated as of july 2, 2010, by and between the company and the louisiana local government environmental facilities and community development authority .",environmental,none
2851,"6 loan agreement, dated as of november 1, 2010, by and between the company and the louisiana local government environmental facilities and community development authority, relating to the 2035 go zone notes .",environmental,none
2853,"7 loan agreement, dated as of november 1, 2010, by and between the company and the louisiana local government environmental facilities and community development authority, relating to the 2035 ike zone notes .",environmental,none
2855,"8 amended and restated loan agreement, dated as of november 1, 2017, by and between the louisiana local government environmental facilities and community development authority and westlake chemical corporation .",environmental,none
2941,"our operations are subject to the usual hazards associated with chemical and plastics manufacturing and the related use, storage, transportation and disposal of feedstocks, products and wastes, including:•pipeline leaks and ruptures;•explosions;•fires;•severe weather and natural disasters;•mechanical failure;•unscheduled downtime;•labor difficulties;•transportation interruptions;•transportation accidents involving our chemical products;•remediation complications;•chemical spills;•discharges or releases of t",environmental,none
2943,"in addition, we cannot accurately predict future developments, such as increasingly strict environmental and safety laws or regulations, and inspection and enforcement policies, as well as resulting higher compliance costs, which might affect the handling, manufacture, use, emission, disposal or remediation of products, other materials or hazardous and non-hazardous waste, and we cannot predict with certainty the extent of our future liabilities and costs under environmental, health and safety laws and regu",environmental,none
2955,"factors that have caused volatility in our raw material prices in the past, and which may do so in the future include: •the availability of feedstock from shale gas and oil drilling;•supply and demand for crude oil;•shortages of raw materials due to increasing demand;•ethane and liquefied natural gas exports;•capacity constraints due to higher construction costs for investments, construction delays, strike action or involuntary shutdowns;•the general level of business and economic activity; and•the direct o",environmental,none
2991," and results of capital projects, such as the expansion program at our calvert city facility and the construction of the lacc plant;•pension plan obligations, funding requirements and investment policies;•compliance with present and future environmental regulations and costs associated with environmentally related penalties, capital expenditures, remedial actions and proceedings, including any new laws, regulations or treaties that may come into force to limit or control carbon dioxide and other ghg emissio",environmental,none
2994,"emicals, bleachcaustic soda 7,860 pulp and paper, organic/inorganic chemicals,    neutralization, aluminachlorinated derivative products 2,290 coatings, flavorants, films, refrigerants, water treatment applications, chemicals and pharmaceutical productionethylene   730 vcmbuilding products 1,950 pipe: water and sewer, plumbing, irrigation, conduit;    fittings; profiles and foundation building products;    window and door components; fence and deck    components; siding, trim and mouldings; film and sheet__",environmental,none
2995,asia;•severe weather and natural disasters; and•credit worthiness of customers and vendors.,environmental,none
2996,oxic or hazardous substances or gases;•storage tank leaks;•other environmental risks;•sabotage;•terrorist attacks; and•political unrest.,environmental,none
3001,"orizations;•delays associated with start-up activities, including major equipment failure, system integration, and operations, and/or unforeseen engineering problems;•changes in project design or scope;•impacts of new and existing laws and regulations, including environmental laws and regulations;•the outcome of legal challenges to projects, including legal challenges to regulatory approvals;•failure to construct in accordance with licensing requirements;•continued public and policymaker support for such pr",environmental,none
