,text,environmental,action
872,"further, concern about ghg emissions and their possible effects on climate change has led to the enactment of regulations, and to proposed legislation and additional regulations that could affect us in the form of increased cost of feedstocks and fuel, other increased costs of production and decreased demand for our products.",environmental,none
914,"9 %  year ended december 31,  2012 2011 2010average industry prices       ethane  13.",environmental,none
917,2propane  23.,environmental,none
1119,2 million in 2010.,environmental,none
1132,results for 2010 were negatively impacted by the unscheduled outage at one of our ethylene units in lake charles caused by severe weather.,environmental,none
1181,2 million in 2010.,environmental,none
1190,"the remaining capital expenditures in 2012 and 2011 primarily related to projects to improve production capacity or reduce costs and maintenance, safety and environmental projects at our various facilities.",environmental,action
1191,"we expect to incur capital expenditures related to environmental compliance, including equipment replacement and upgrades to maintain compliance, of approximately $10.",environmental,action
1194,the expected 2013 and 2014 capital expenditures are relatively higher than the amounts we have actually spent related to environmental compliance in recent years in large part due to new epa regulations such as the pvc mact rules and increasingly stringent requirements associated with environmental permits.,environmental,none
1209,"the remaining capital expenditures in 2011 and capital expenditures in 2010 primarily related to maintenance, safety and environmental projects.",environmental,none
1291,"the 6 ½% senior notes due 2029, the 6 ¾% senior notes due 2032, the 6 ½% go zone senior notes due 2035 and the 6 ½% ike zone senior notes due 2035 evidence and secure our obligations to the louisiana local government environmental facility and development authority, a political subdivision of the state of louisiana, under four loan agreements relating to the issuance of $100.",environmental,none
1444,2 78.,environmental,none
1478,"we are party to various unconditional obligations, primarily to purchase goods and services, including commitments to purchase various utilities, feedstock, nitrogen, oxygen, product storage and pipeline usage.",environmental,none
1567,environmental and legal obligations.,environmental,none
1568,we consult with various professionals to assist us in making estimates relating to environmental costs and legal proceedings.,environmental,action
1571,additional information about certain legal proceedings and environmental matters appears in note 18 to the audited consolidated financial statements appearing elsewhere in this form 10-k.,environmental,none
1721,"49table of contentswestlake chemical corporationnotes to consolidated financial statements— environmental costsenvironmental costs relating to current operations are expensed or capitalized, as appropriate, depending on whether such costs provide future economic benefits.",environmental,none
1724,"environmental liabilities in connection with properties that are sold or closed are realized upon such sale or closure, to the extent they are probable and estimable and not previously reserved.",environmental,none
1761,2.,environmental,none
1846,"go zone bondsin december 2010, the louisiana local government environmental facility and development authority, a political subdivision of the state of louisiana, completed the offering of $89,000 of 6 ½% tax-exempt revenue bonds due november 1, 2035 under the gulf opportunity zone act of 2005 .",environmental,none
1884,"the public trust issued $10,889 principal amount of tax-exempt waste disposal revenue bonds in order to finance the company's construction of waste disposal facilities for an ethylene plant.",environmental,action
2130,commitments and contingenciesthe company is subject to environmental laws and regulations that can impose civil and criminal sanctions and that may require it to mitigate the effects of contamination caused by the release or disposal of hazardous substances into the environment.,environmental,none
2131,"under one law, an owner or operator of property may be held strictly liable for remediating contamination without regard to whether that person caused the contamination, and without regard to whether the practices that resulted in the contamination were legal at the time they occurred.",environmental,none
2136,"the soil and groundwater at the complex, which does not include the company's nearby pvc facility, had been extensively contaminated under goodrich's operations.",environmental,none
2140,the current environmental remediation activities at the calvert city complex do not have a specified termination date but are expected to last for the foreseeable future.,environmental,none
2141,"the costs incurred by the company that have been invoiced to polyone to provide the environmental remediation services were $2,687 and $3,287 in 2012 and 2011, respectively.",environmental,none
2147,"in 2003, the kentucky environmental and public protection cabinet re-issued goodrich's resource conservation and recovery act permit which requires goodrich to remediate contamination at the calvert city manufacturing complex.",environmental,none
2157,environmental protection agency requesting the epa's assistance in addressing contamination at the calvert city site under the u.,environmental,none
2159,"comprehensive environmental response, compensation, and liability act .",environmental,none
2162,"during the past two years, the epa has directed goodrich and polyone to conduct additional investigation activities at the landfill and at the company's plant.",environmental,action
2176,"as a result of the audit, the epa brought allegations that the company had violated certain environmental laws and regulations pertaining to ldar.",environmental,none
2192,"in addition, the company sells ethylene and ethylene co-products, primarily propylene, crude butadiene, pyrolysis gasoline and hydrogen, to external customers.",environmental,none
2270,2 bylaws of westlake .,environmental,none
2329,"2 loan agreement, dated as of november 1, 2007, by and between the company and the louisiana local government environmental facilities and community development authority .",environmental,none
2331,"3 amended and restated loan agreement, dated as of july 2, 2010, by and between the company and the louisiana local government environmental facilities and community development authority .",environmental,none
2333,"4 loan agreement, dated as of november 1, 2010, by and between the company and the louisiana local government environmental facilities and community development authority, relating to the 2035 go zone notes .",environmental,none
2335,"5 loan agreement, dated as of november 1, 2010, by and between the company and the louisiana local government environmental facilities and community development authority, relating to the 2035 ike zone notes .",environmental,none
2425,2 bylaws of westlake .,environmental,none
2484,"2 loan agreement, dated as of november 1, 2007, by and between the company and the louisiana local government environmental facilities and community development authority .",environmental,none
2486,"3 amended and restated loan agreement, dated as of july 2, 2010, by and between the company and the louisiana local government environmental facilities and community development authority .",environmental,none
2488,"4 loan agreement, dated as of november 1, 2010, by and between the company and the louisiana local government environmental facilities and community development authority, relating to the 2035 go zone notes .",environmental,none
2490,"5 loan agreement, dated as of november 1, 2010, by and between the company and the louisiana local government environmental facilities and community development authority, relating to the 2035 ike zone notes .",environmental,none
2562,"in the settlement the parties agreed that, among other things:  polyone would pay 100% of the costs, net of recoveries or credits from third parties, incurred with respect to environmental issues at the calvert city site from august 1, 2007 forward;  either we or polyone might, from time to time in the future, institute an arbitration proceeding to adjust that percentage; and  we and polyone would negotiate a new environmental remediation utilities and services agreement to cover our provision to or on beha",environmental,none
2564,"our operations are subject to the usual hazards associated with commodity chemical and plastics manufacturing and the related use, storage, transportation and disposal of feedstocks, products and wastes, including: •pipeline leaks and ruptures; •explosions; •fires; •severe weather and natural disasters; •mechanical failure; •unscheduled downtime; •labor difficulties; •transportation interruptions; •chemical spills; •discharges or releases of toxic or hazardous substances or gases; •storage tank leaks; •othe",environmental,none
2565,"in addition, we cannot accurately predict future developments, such as increasingly strict environmental and safety laws or regulations, and inspection and enforcement policies, as well as resulting higher compliance costs, which might affect the handling, manufacture, use, emission, disposal or remediation of products, other materials or hazardous and non-hazardous waste, and we cannot predict with certainty the extent of our future liabilities and costs under environmental, health and safety laws and regu",environmental,none
2602,"in the settlement the parties agreed that, among other things:  polyone would pay 100% of the costs, net of recoveries or credits from third parties, incurred with respect to environmental issues at the calvert city site from august 1, 2007 forward;  either the company or polyone might, from time to time in the future, institute an arbitration proceeding to adjust that percentage; and the company and polyone would negotiate a new environmental remediation utilities and services agreement to cover the compan",environmental,none
2609,"ding products 1,072 pipe: water and sewer, plumbing, irrigation, conduit;    window and door components; fence and deck    components______________________________ edc, a vcm intermediate product, is not included in the table.",environmental,none
2610,lf of polyone of certain environmental remediation services at the site.,environmental,none
2612,r environmental risks; and •terrorist attacks.,environmental,none
2619,"ity complexes; •timing, funding and results of the planned new chlor-alkali plant in geismar; •health of our customer base; •pension plan funding requirements and investment policies; •compliance with present and future environmental regulations and costs associated with environmentally related penalties, capital expenditures, remedial actions and proceedings, including any new laws, regulations or treaties that may come into force to limit or control carbon dioxide and other ghg emissions or to address oth",environmental,none
2650,y's provision to or on behalf of polyone of certain environmental remediation services at the site.,environmental,none
