,text,environmental,action
237,"These programs include developing and implementing energy management processes and setting energy savings targets while providing a suite of educational, training, and technical  resources to help meet those targets.",environmental,action
239,PPG’s public disclosure on energy security and climate change can be viewed in our Sustainability Report at sustainability.,environmental,none
241,com or at the Carbon Disclosure Project www.,environmental,none
242,cdproject.,environmental,none
261,"Coatings raw materials, which include both organic, primarily petroleum based, materials and inorganic materials, including titanium dioxide, comprise between 70% and 80% of cost of goods, exclusive of depreciation and amortization, sold in most coatings formulations and represent PPG’s single largest production cost component.",environmental,none
267,"These initiatives include qualifying multiple and local sources of supply, including suppliers from Asia and other lower cost regions of the world and a reduction in the amount of titanium dioxide and other raw materials used in our product formulations.",environmental,action
277,We are subject to existing and evolving standards relating to the protection of the environment.,environmental,none
278,"Environmental laws and regulations control, among other things, the discharge of pollutants into the air and water, the handling, use, treatment, storage and clean-up of hazardous and non-hazardous waste, the investigation and remediation of soil and groundwater affected by hazardous substances, and regulate various health and safety matters.",environmental,none
279,"The environmental laws and regulations we are subject to impose liability for the costs of, and damages resulting from, cleaning up current sites, past spills, disposals and other releases of hazardous substances.",environmental,none
281,"Future environmental laws and regulations may require substantial capital expenditures or may require or cause us to modify or curtail our operations, which may have a material adverse impact on our business, financial condition and results of operations.",environmental,none
282,"As described in Note 13, “Commitments and Contingent Liabilities,” under Item 8 of this Form 10-K, we are currently undertaking environmental remediation activities at a number of our current and former facilities and properties, the cost of which is substantial.",environmental,none
283,"In addition to the amounts currently reserved, we may be subject to loss contingencies related to environmental matters estimated to be as much as $75 million to $200 million.",environmental,none
287,"Those lawsuits and claims relate to contract, patent, environmental, product liability, antitrust, employment and other matters arising out of the conduct of PPG’s current and past business activities.",environmental,none
317,Most of our potential exposure relates to allegations by plaintiffs that PPG should be liable for injuries involving asbestos containing thermal insulation products manufactured by Pittsburgh Corning Corporation .,environmental,none
332,"laws and regulations, and legal compliance risks, including securities laws, tax laws, environmental laws, employment and pension-related laws, competition laws, U.",environmental,none
364,"Unexpected events, including supply disruptions, temporary plant and/or power outages, work stoppages, natural disasters and severe weather events, computer system disruptions, fires, war or terrorist activities, could increase the cost of doing business or otherwise harm the operations of PPG, our customers and our suppliers.",environmental,none
414,"These lawsuits and claims may relate to contract, patent, environmental, product liability, antitrust, employment and other matters arising out of the conduct of PPG’s current and past business activities.",environmental,none
416,"PPG’s lawsuits and claims against others include claims against insurers and other third parties with respect to actual and 16 2015 PPG ANNUAL REPORT AND FORM 10-Kcontingent losses related to environmental, asbestos and other matters.",environmental,none
423,"In December 2011, the United States Environmental Protection Agency issued a Finding of Violation alleging that PPG’s Delaware, Ohio facility violated certain leak detection and repair requirements of the federal Clean Air Act.",environmental,none
428,"In July 2013, the EPA issued to PPG a Notice of Violation alleging that the Company’s Barberton, Ohio facility violated certain air emission regulatory requirements of the federal Clean Air Act.",environmental,none
429,"  In February 2015, the EPA issued a second NOV to the Company alleging that the Company’s Barberton facility had failed to submit certain information requested by the EPA and that the facility exceeded certain air emission limits contained in the facility’s air emission permit.",environmental,none
506,2%.,environmental,none
520,2 %18.,environmental,none
582,"Other chargesThe Company recorded pre-tax environmental charges for the environmental remediation at a former chromium manufacturing plant and associated sites in New Jersey of $136 million and $89 million in 2014 and 2013, respectively.",environmental,none
583,Other Charges in 2015 and 2013 were lower than 2014 due to the timing and amount of these pre-tax environmental charges.,environmental,none
647,72Charges related to environmental remediation138 52 37.,environmental,none
660,25Charges related to environmental remediation101 37 36.,environmental,none
768,"Higher natural gas-based energy costs early in the year were also a negative factor, although this impact declined later in the year.",environmental,none
900,"26 2015 PPG ANNUAL REPORT AND FORM 10-KCommitments and Contingent Liabilities, including Environmental MattersPPG is involved in a number of lawsuits and claims, both actual and potential, including some that it has asserted against others, in which substantial monetary damages are sought.",environmental,none
903,Reserves for environmental contingencies are exclusive of claims against third parties and are generally not discounted.,environmental,none
904,"In management’s opinion, the Company operates in an environmentally sound manner and the outcome of the Company’s environmental contingencies will not have a material effect on PPG’s financial position or liquidity; however, any such outcome may be material to the results of operations of any particular period in which costs, if any, are recognized.",environmental,none
905,Management anticipates that the resolution of the Company’s environmental contingencies will occur over an extended period of time.,environmental,none
906,"The Company continues to analyze, assess and remediate the environmental issues associated with PPG’s former chromium manufacturing plant in Jersey City, N.",environmental,action
909,Information will continue to be generated from the ongoing groundwater remedial investigation activities related to New Jersey Chrome and will be incorporated into a final draft remedial action work plan for groundwater expected to be submitted to the New Jersey Department of Environmental Protection no later than 2020.,environmental,action
913,"As these events occur and to the extent that the cost estimates of the environmental remediation remedies change, the existing reserve for this environmental remediation matter will be adjusted.",environmental,none
940,"Cash outlays related to environmental remediation were $109 million, $165 million, and $111 million in 2015, 2014 and 2013, respectively.",environmental,none
969,"6% Includes modernization and productivity improvements, expansion of existing businesses and environmental control projects Excluding cash acquired, Capital spending, business acquisitions totaled $440 million, $2,183 million and $997 million in 2015, 2014 and 2013, respectively.",environmental,none
970,"Spending related to modernization and productivity improvements, expansion of existing businesses and environmental control projects is expected to be in the range of 3.",environmental,none
1031,"The unconditional purchase commitments are principally take-or-pay obligations related to the purchase of certain materials, including industrial gases, natural gas, coal and electricity, consistent with customary industry practice.",environmental,none
1063,"The most important contingencies impacting our financial statements are those related to the collectability of accounts receivable, to environmental remediation, to pending, impending or overtly threatened litigation against the Company and to the resolution of matters related to open tax years.",environmental,none
1211,"2015 2014 2013Research and development – total$505 $509 $479Less depreciation on research facilities19 17 16Research and development, net$486 $492 $463Legal CostsLegal costs, primarily include costs associated with acquisition and divestiture transactions, general litigation, environmental regulation compliance, patent and trademark protection and other general corporate purposes, are charged to expense as incurred.",environmental,none
1326,2.,environmental,none
1402,"In the Transaction, PPG transferred environmental remediation liabilities, defined benefit pension plan assets and liabilities and other post-employment benefit liabilities related to the commodity chemicals business to Axiall.",environmental,none
1634,2 billion.,environmental,none
1734,2 % 20.,environmental,none
1999,"These lawsuits and claims may relate to contract, patent, environmental, product liability, antitrust, employment and other matters arising out of the conduct of PPG’s current and past business activities.",environmental,none
2001,"PPG’s lawsuits and claims against others include claims against insurers and other third parties with respect to actual and contingent losses related to environmental, asbestos and other matters.",environmental,none
2009,"Asbestos MattersFor many years, PPG has been a defendant in lawsuits involving claims alleging personal injury from exposure to asbestos.",environmental,none
2010,"Most of PPG’s potential exposure relates to allegations by plaintiffs that PPG should be liable for injuries involving asbestos-containing thermal insulation products, known as Unibestos, manufactured and distributed by Pittsburgh Corning Corporation .",environmental,none
2148,Environmental MattersIt is PPG’s policy to accrue expenses for environmental contingencies when it is probable that a liability has been incurred and the amount of loss can be reasonably estimated.,environmental,none
2149,Reserves for environmental contingencies are exclusive of claims against third parties and are generally not discounted.,environmental,none
2150,"In management’s opinion, the Company operates in an environmentally sound manner and the outcome of the Company’s environmental contingencies will not have a material effect on PPG’s financial position or liquidity; however, any such outcome may be material to the results of operations of any particular period in which costs, if any, are recognized.",environmental,none
2151,Management anticipates that the resolution of the Company’s environmental contingencies will occur over an extended period of time.,environmental,none
2152,"As of December 31, 2015 and 2014, PPG had reserves for environmental contingencies associated with PPG’s former chromium manufacturing plant in Jersey City, N.",environmental,none
2154,"and for other environmental contingencies, including National Priority List sites and legacy glass and chemical manufacturing sites.",environmental,none
2156,Environmental Reserves 2015 2014New Jersey Chrome$133 $211Other contingencies100 106Total$233 $317Current Portion$51 $141Pre-tax charges against income for environmental remediation costs are included in “Other charges” in the accompanying consolidated statement of income.,environmental,none
2157,"The pre-tax charges and cash outlays related to such environmental remediation in 2015, 2014 and 2013, were as follows: Pre-tax charges against income for environmental remediation 2015 2014 2013New Jersey Chrome$— $136 $89Other contingencies9 8 19Total$9 $144 $108Cash outlays for environmental spending$109 $165 $111The Company continues to analyze, assess and remediate the environmental issues associated with New Jersey Chrome as further discussed below.",environmental,none
2158,During the past three years charges for estimated environmental remediation costs were significantly higher than PPG’s historical range.,environmental,none
2159,"Excluding the charges related to New Jersey Chrome, pre-tax charges against income for environmental remediation have ranged between $8 million and $30 million per year for the past 10 years.",environmental,none
2160,"Management expects cash outlays for environmental remediation costs to range from $40 million to $60 million in 2016, and $25 million to $45 million annually from 2017 through 2020.",environmental,none
2161,"It is possible that technological, regulatory and enforcement developments, the results of environmental studies and other factors could alter the Company’s expectations with respect to future charges against income and future cash outlays.",environmental,none
2163,"Remediation: New Jersey ChromeSince 1990, PPG has remediated 47 of 61 residential and nonresidential sites under the 1990 Administrative Consent Order with the New Jersey Department of Environmental Protection .",environmental,action
2172,"The most significant assumptions underlying the estimate of remediation costs for all New Jersey Chrome sites are those related to the extent and concentration of chromium impacts in the soil, as these determine the quantity of soil that must be treated in place, the quantity that will have to be excavated and transported for offsite disposal, and the nature of disposal required.",environmental,none
2173,"During the third quarters of 2014 and 2013, PPG completed updated assessments of costs incurred to date versus current progress and the potential cost impacts of the most recent information, including the extent of impacted soils, percentage of hazardous versus non-hazardous soils, daily soil excavation rates, and engineering, administrative and other associated costs.",environmental,action
2175,"Principal factors affecting costs included refinements in the estimate of the mix of hazardous to non-hazardous soils to be excavated, an overall increase in soil volumes to be excavated, enhanced water management requirements, decreased daily soil excavation rates due to site conditions, initial estimates for remedial actions related to groundwater, and increased oversight and management costs.",environmental,none
2178,"PPG has also completed soil remedial activities at seven sites as of December 1, 2015.",environmental,action
2180,Soil remedial and field activities for the remaining eight sites will also extend beyond the end of 2015.,environmental,none
2183,"Under the revised master schedule, soil remedial and field activities at most JCO sites, adjacent properties and roadways are scheduled to be complete by 2020, with the final JCO site to be remediated by 2022.",environmental,action
2184,The NJDEP can seek stipulated civil penalties if PPG fails to complete soil and source remediation of JCO sites or perform certain other tasks under the master schedule.,environmental,none
2187,Groundwater remediation at the former Garfield Avenue chromium-manufacturing site and five adjacent sites is expected to occur over several years after NJDEP’s approval of the work plan.,environmental,none
2188,Ongoing groundwater monitoring will be utilized to develop a final groundwater remedial action work plan which is currently expected to be submitted to NJDEP no later than 2020.,environmental,action
2189,Groundwater at the remaining 13 JCO sites or other sites for which PPG has some responsibility is not expected to be a significant issue.,environmental,none
2191,"The major cost components of this liability continue to be related to transportation and disposal of impacted soil, as well as, construction services.",environmental,none
2196,"As these events occur and to the extent that the cost estimates of the environmental remediation remedies change, the existing reserve for this environmental remediation matter will be adjusted.",environmental,none
2197,"Remediation: Other SitesAmong other sites at which PPG is managing environmental liabilities remedial actions are occurring at a legacy chemical manufacturing site in Barberton, Ohio, where PPG has completed a Facility Investigation and Corrective Measure Study under USEPA’s Resource Conservation and Recovery Act Corrective Action Program.",environmental,action
2198,"PPG has also been addressing the impacts from a legacy plate glass manufacturing site in Kokomo, Indiana under the Voluntary Remediation Program of the Indiana Department of Environmental Management.",environmental,action
2200,"With respect to certain waste sites, the financial condition of other potentially responsible parties also contributes to the uncertainty of estimating PPG’s final costs.",environmental,none
2201,"Although contributors of waste to sites involving other potentially responsible parties may face governmental agency assertions of joint and several liability, in general, final allocations of costs are made based on the relative contributions of wastes to such sites.",environmental,none
2203,"Separation and Merger of the Commodity Chemicals BusinessAs a result of the commodity chemicals business separation transaction, PPG has retained responsibility for potential environmental liabilities that may result from future Natural Resource Damage claims and any potential tort claims at the Calcasieu River Estuary associated with activities and historical operations of the Lake Charles, La.",environmental,none
2205,"PPG will additionally retain responsibility for all liabilities relating to,  arising out of or resulting from sediment contamination in the Ohio River resulting from historical activities and operations at the Natrium, W.",environmental,none
2208,"Remediation: Reasonably Possible MattersIn addition to the amounts currently reserved for environmental remediation, the Company may be subject to loss contingencies related to environmental matters estimated to be as much as $75 million to $200 million.",environmental,none
2210,These reasonably possible unreserved losses relate to environmental matters at a number of sites.,environmental,none
2212,"The impact of evolving programs, such as natural resource damage claims, industrial site re-use initiatives and domestic and international remediation programs, also adds to the present uncertainties with regard to the ultimate resolution of this unreserved exposure to future loss.",environmental,none
2213,"The Company’s assessment of the potential impact of these environmental contingencies is subject to considerable uncertainty due to the complex, ongoing and evolving process of investigation and remediation, if necessary, of such environmental contingencies, and the potential for technological and regulatory developments.",environmental,none
2403,"Legacy items include current costs related to former operations of the Company, including  certain environmental remediation, pension and other postretirement benefit costs, and certain charges for legal and other matters which are considered to be unusual or non-recurring.",environmental,none
2413,"Legacy items include current costs related to former operations of the Company, including certain environmental remediation, pension and other postretirement benefit costs, legal costs and certain charges which are considered to be non-recurring.",environmental,none
2414,"The Legacy items for 2014 and 2013 include environmental remediation pre-tax charges of $138 million and $101 million, respectively.",environmental,none
2415,"These charges relate to continued environmental remediation activities at legacy chemicals sites, primarily at PPG’s former Jersey City, N.",environmental,none
2738,G.,environmental,none
3023,"Growth through acquisitions and the formation of joint ventures involve risks, including:•difficulties in assimilating acquired companies and products into our existing business;•delays in realizing the benefits from the acquired companies or products;•diversion of our management’s time and attention from other business concerns;•difficulties due to lack of or limited prior experience in any new markets we may enter;•unforeseen claims and liabilities, including unexpected environmental exposures or product ",environmental,none
3063,"PPG’s obligations with respect to Ohio River sediment will terminate on December 30, 2017 unless within five years from December 30, 2012 PPG is required to further assess or to remediate sediment contamination caused by PPG’s operation of the Natrium facility prior to the separation of the commodity chemicals business from PPG in which event PPG’s obligations with respect to sediment in the Ohio River will continue for five years beyond the time that PPG is required to further assess or remediate sediment ",environmental,none
3078,"ated with legal, environmental and other contingent liabilities.",environmental,none
3079,"ions in international markets, the ability to penetrate existing, developing and emerging foreign and domestic markets, foreign exchange rates and fluctuations in such rates, fluctuations in tax rates, the impact of future legislation, the impact of environmental regulations, unexpected business disruptions and the unpredictability of existing and possible future litigation, including litigation that could result if the proposed asbestos settlement does not become effective.",environmental,none
