,text,environmental,action
834,"7 % % Includes modernization and productivity improvements, expansion of existing businesses and environmental control projects.",environmental,none
835,"Capital expenditures related to modernization and productivity improvements, expansion of existing businesses and environmental control projects is expected to be approximately $450 million in 2021, reflecting a return to pre-pandemic levels of spending in support of future organic growth opportunities.",environmental,action
873,"The unconditional purchase commitments are principally take-or-pay obligations related to the purchase of certain materials, including industrial gases and electricity, consistent with customary industry practice.",environmental,none
881,"The most important contingencies impacting our financial statements are those related to environmental remediation, to pending, impending or overtly threatened litigation against the Company and to the resolution of matters related to open tax years.",environmental,none
1056,"202020192018Research and development – total$401 $456 $464 Less depreciation on research facilities22 24 23 Research and development, net$379 $432 $441 Legal CostsLegal costs, which primarily include costs associated with acquisition and divestiture transactions, general litigation, environmental regulation compliance, patent and trademark protection and other general corporate purposes, are charged to expense as incurred.",environmental,none
1146,Environmental ContingenciesIt is PPG’s policy to accrue expenses for environmental contingencies when it is probable that a liability has been incurred and the amount of loss can be reasonably estimated.,environmental,none
1147,Reserves for environmental contingencies are exclusive of claims against third parties and are generally not discounted.,environmental,none
1184,2.,environmental,none
1199,"On January 5, 2021, PPG announced that it reached a definitive agreement to acquire VersaFlex, a manufacturer specializing in polyurea, epoxy and polyurethane coatings for water and waste water infrastructure, flooring, transportation infrastructure, and industrial applications.",environmental,action
1320,55% notes 2030296 — 7.,environmental,none
1804,"These lawsuits and claims may relate to contract, patent, environmental, product liability, antitrust, employment and other matters arising out of the conduct of PPG’s current and past business activities.",environmental,none
1806,"PPG’s lawsuits and claims against others include claims against insurers and other third parties with respect to actual and contingent losses related to environmental, asbestos and other matters.",environmental,none
1855,"Environmental MattersIn management’s opinion, the Company operates in an environmentally sound manner and the outcome of the Company’s environmental contingencies will not have a material effect on PPG’s financial position or liquidity; however, any such outcome may be material to the results of operations of any particular period in which costs, if any, are recognized.",environmental,none
1856,Management anticipates that the resolution of the Company’s environmental contingencies will occur over an extended period of time.,environmental,none
1857,"As remediation at certain environmental sites progresses, PPG continues to refine its assumptions underlying the estimates of the expected future costs of its remediation programs.",environmental,action
1860,Certain other charges related to environmental remediation actions are also expensed as incurred.,environmental,none
1861,"As of December 31, 2020 and 2019, PPG had reserves for environmental contingencies associated with PPG’s former chromium manufacturing plant in Jersey City, New Jersey, glass and chemical manufacturing sites, and for other environmental contingencies, including current manufacturing locations and National Priority List sites.",environmental,none
1863,Environmental Reserves 20202019New Jersey Chrome$102 $134 Glass and chemical106 96 Other92 74 Total$300 $304 Current Portion$99 $62 Pretax charges against income for environmental remediation costs are included in Other charges in the accompanying consolidated statement of income.,environmental,none
1864,"The pretax charges and cash outlays related to such environmental remediation in 2020, 2019 and 2018, were as follows: 202020192018New Jersey Chrome$15 $43 $62 Glass and chemical15 12 8 Other8 22 8 Total$38 $77 $78 Cash outlays for environmental spending$60 $77 $64 The Company continues to analyze, assess and remediate the environmental issues associated with New Jersey Chrome as further discussed below.",environmental,none
1865,"Excluding the charges related to New Jersey Chrome, pretax charges against income for environmental remediation have ranged between approximately $5 million and $35 million per year for the past 10 years.",environmental,none
1866,Management expects cash outlays for environmental remediation costs to range from $80 million to $100 million in 2021 and $20 million to $50 million annually from 2022 through 2025.,environmental,none
1867,"It is possible that technological, regulatory and enforcement developments, the results of environmental studies and other factors could alter the Company’s expectations with respect to future charges against income and future cash outlays.",environmental,none
1869,"Remediation: New Jersey ChromeIn June 2009, PPG entered into a settlement agreement with the New Jersey Department of Environmental Protection and Jersey City, New Jersey which was in the form of a Judicial Consent Order .",environmental,action
1875,"2020 PPG ANNUAL REPORT AND FORM 10-K 67Notes to the Consolidated Financial StatementsThe most significant assumptions underlying the estimate of remediation costs for all New Jersey Chrome sites are those related to the extent and concentration of chromium impacts in the soil, as these determine the quantity of soil that must be treated in place, the quantity that will have to be excavated and transported for offsite disposal, and the nature of disposal required.",environmental,none
1878,"PPG regularly evaluates the assessments of costs incurred to date versus current progress and the potential cost impacts of the most recent information, including the extent of impacted soils, percentage of hazardous versus non-hazardous soils, daily soil excavation rates, and engineering, administrative and other associated costs.",environmental,action
1880,"Principal factors affecting costs include refinements in the estimate of the mix of hazardous to non-hazardous soils to be excavated, an overall increase in soil volumes to be excavated, enhanced water management requirements, decreased daily soil excavation rates due to site conditions, initial estimates for remedial actions related to groundwater, and oversight and management costs.",environmental,none
1881,Groundwater remediation at the former Garfield Avenue chromium-manufacturing site and five adjacent sites is expected to occur over several years after NJDEP’s approval of the work plan.,environmental,none
1882,Ongoing groundwater monitoring will be utilized to develop a final groundwater remedial action work plan which is currently expected to be submitted to NJDEP in the first quarter of 2021.,environmental,action
1884,"The major cost components of this liability continue to be related to excavation, transportation and disposal of impacted soil, as well as construction services.",environmental,none
1889,"As these events occur and to the extent that the cost estimates of the environmental remediation remedies change, the existing reserve for this environmental remediation matter will continue to be adjusted.",environmental,none
1890,"Remediation: Glass, Chemicals and Other SitesAmong other sites at which PPG is managing environmental liabilities, remedial actions are occurring at a chemical manufacturing site in Barberton, Ohio, where PPG has completed a Facility Investigation and Corrective Measure Study under the United States Environmental Protection Agency's Resource Conservation and Recovery Act Corrective Action Program.",environmental,action
1891,"PPG has also been addressing the impacts from a legacy plate glass manufacturing site in Kokomo, Indiana under the Voluntary Remediation Program of the Indiana Department of Environmental Management and a site associated with a legacy plate glass manufacturing site near Ford City, Pennsylvania under the Pennsylvania Land Recycling Program under the oversight of the Pennsylvania Department of Environmental Protection.",environmental,action
1893,"With respect to certain other waste sites, the financial condition of other potentially responsible parties also contributes to the uncertainty of estimating PPG’s final costs.",environmental,none
1894,"Although contributors of waste to sites involving other potentially responsible parties may face governmental agency assertions of joint and several liability, in general, final allocations of costs are made based on the relative contributions of wastes to such sites.",environmental,none
1896,"Remediation: Reasonably Possible MattersIn addition to the amounts currently reserved for environmental remediation, the Company may be subject to loss contingencies related to environmental matters estimated to be as much as $100 million to $200 million.",environmental,none
1898,"These reasonably possible unreserved losses relate to environmental matters at a number of sites, none of which are individually significant.",environmental,none
1900,"The impact of evolving programs, such as natural resource damage claims, industrial site re-use initiatives and domestic and international remediation programs, also adds to the present uncertainties with regard to the ultimate resolution of this unreserved exposure to future loss.",environmental,none
1901,"The Company’s assessment of the potential impact of these environmental contingencies is subject to considerable uncertainty due to the complex, ongoing and evolving process of investigation and remediation, if necessary, of such environmental contingencies, and the potential for technological and regulatory developments.",environmental,none
2378,"Growth through acquisitions and the formation of joint ventures involve risks, including:•difficulties in assimilating acquired companies and products into our existing business;•delays in realizing the benefits from the acquired companies or products;•diversion of our management’s time and attention from other business concerns;•difficulties due to lack of or limited prior experience in any new markets we may enter;•unforeseen claims and liabilities, including unexpected environmental exposures, product li",environmental,none
2438,"ated with legal, environmental and other contingent liabilities.",environmental,none
2439,"d other initiatives, the ability to identify additional cost savings opportunities, difficulties in integrating acquired businesses and achieving expected synergies therefrom, economic and political conditions in the markets we serve, the ability to penetrate existing, developing and emerging foreign and domestic markets, foreign exchange rates and fluctuations in such rates, fluctuations in tax rates, the impact of future legislation, the impact of environmental regulations, unexpected business disruptions",environmental,none
