,text,environmental,action
1264,"at the same time, conventionally-produced natural gas is likely to remain the cornerstone of global supply, meeting more than two thirds of worldwide demand in 2040.",environmental,none
1265,"liquefied natural gas trade will expand significantly, meeting about 40 percent of the increase in global demand growth, with much of this supply expected to help meet rising demand in asia pacific.",environmental,none
1266,42management’s discussion and analysis of financial condition and results of operations the world’s energy mix is highly diverse and will remain so through 2040.,environmental,none
1267,oil is expected to remain the largest source of energy with its share remaining close to 30 percent in 2040.,environmental,none
1268,"coal is currently the second largest source of energy, but it is likely to lose that position to natural gas in the 2020-2025 timeframe.",environmental,none
1269,"the share of natural gas is expected to reach about 25 percent by 2040, while the share of coal falls to about 20 percent.",environmental,none
1270,"nuclear power is projected to grow significantly, as many nations are likely to expand nuclear capacity to address rising electricity needs as well as energy security and environmental issues.",environmental,none
1271,"total renewable energy is likely to exceed 15 percent of global energy by 2040, with biomass, hydro and geothermal contributing a combined share of more than 10 percent.",environmental,none
1272,"total energy supplied from wind, solar and biofuels is expected to increase rapidly, growing nearly 250 percent from 2017 to 2040, when they will likely be just over 5 percent of the world energy mix.",environmental,none
1275,the investments to develop and supply resources to meet global demand through 2040 will be significant – even if demand remains flat.,environmental,none
1276,this reflects a fundamental aspect of the oil and natural gas business as the international energy agency describes in its world energy outlook 2019.,environmental,none
1277,"according to the iea’s stated energy policies scenario, the investment required to meet oil and natural gas supply requirements worldwide over the period 2019-2040 will be about $20 trillion .",environmental,none
1278,"in the iea’s sustainable development scenario, which is in line with the objectives of the paris agreement on climate change, the investment need would still accumulate to $13 trillion.",environmental,none
1279,"international accords and underlying regional and national regulations covering greenhouse gas emissions continue to evolve with uncertain timing and outcome, making it difficult to predict their business impact.",environmental,none
1280,"for many years, the corporation has taken into account policies established to reduce energy related greenhouse gas emissions in its long-term outlook for energy.",environmental,action
1281,"the climate accord reached at the conference of the parties in paris set many new goals, and many related policies are still emerging.",environmental,action
1282,"our outlook reflects an environment with increasingly stringent climate policies and is consistent with the aggregation of nationally determined contributions, which were submitted by signatories to the united nations framework convention on climate change 2015 paris agreement.",environmental,none
1283,"our outlook seeks to identify potential impacts of climate related policies, which often target specific sectors.",environmental,none
1284,"it estimates potential impacts of these policies on consumer energy demand by using various assumptions and tools – including, depending on the sector, application of a proxy cost of carbon or assessment of targeted policies .",environmental,action
1285,"for purposes of the outlook, a proxy cost on energy-related co2 emissions is assumed to reach about $80 per tonne in 2040 in oecd nations.",environmental,none
1287,"nevertheless, as people and nations look for ways to reduce risks of global climate change, they will continue to need practical solutions that do not jeopardize the affordability or reliability of the energy they need.",environmental,action
1288,"practical solutions to the world’s energy and climate challenges will benefit from market competition in addition to well-informed, well-designed, and transparent policy approaches that carefully weigh costs and benefits.",environmental,none
1289,"such policies are likely to help manage the risks of climate change while also enabling societies to pursue other high priority goals around the world – including clean air and water, access to reliable, affordable energy, and economic progress for all people.",environmental,action
1290,"all practical and economically-viable energy sources, both conventional and unconventional, will need to be pursued to continue meeting global energy demand, recognizing the scale and variety of worldwide energy needs as well as the importance of expanding access to modern energy to promote better standards of living for billions of people.",environmental,action
1291,the information provided in the long-term business outlook includes exxonmobil’s internal estimates and forecasts based upon internal data and analyses as well as publicly available information from external sources including the international energy agency.,environmental,none
1293,"exxonmobil’s fundamental strategies guide our global upstream business, including capturing material and accretive opportunities to continually high-grade the resource portfolio, selectively developing attractive oil and natural gas resources, developing and applying high-impact technologies, and pursuing productivity and efficiency gains.",environmental,action
1297,"further, the proportion of our global production from unconventional, deepwater, and lng resource types currently contributes nearly half of global production, and is expected to grow to be about 60 percent in the next few years.",environmental,none
1331,"risk factors, proposed carbon policy and other climate related regulations in many countries, as well as the continued growth in biofuels mandates, could have negative impacts on the downstream business.",environmental,none
1343,"over the long term, demand for chemical products is forecast to outpace growth in global gdp and energy demand for the next two decades.",environmental,none
1375, natural gas production of 9.,environmental,none
1398, natural gas production of 9.,environmental,none
1516,2 billion.,environmental,none
1690,"where guarantees for environmental remediation and other similar matters do not include a stated cap, the amounts reflect management’s estimate of the maximum potential exposure.",environmental,none
1694,2 billion .,environmental,none
1723,"1 billion, as the corporation continued to pursue opportunities to find and produce new supplies of oil and natural gas to meet global demand for energy.",environmental,action
1777,"55management’s discussion and analysis of financial condition and results of operations environmental matters environmental expenditures        2019 2018          capital expenditures 1,276 1,294other expenditures 3,969 3,558 total 5,245 4,852 throughout exxonmobil’s businesses, new and ongoing measures are taken to prevent and minimize the impact of our operations on air, water and ground.",environmental,none
1778,"these include a significant investment in refining infrastructure and technology to manufacture clean fuels, as well as projects to monitor and reduce nitrogen oxide, sulfur oxide and greenhouse gas emissions, and expenditures for asset retirement obligations.",environmental,action
1779,"using definitions and guidelines established by the american petroleum institute, exxonmobil’s 2019 worldwide environmental expenditures for all such preventative and remediation steps, including exxonmobil’s share of equity company expenditures, were $5.",environmental,none
1785,environmental liabilities the corporation accrues environmental liabilities when it is probable that obligations have been incurred and the amounts can be reasonably estimated.,environmental,none
1787,"exxonmobil has accrued liabilities for probable environmental remediation obligations at various sites, including multiparty sites where the u.",environmental,none
1789,environmental protection agency has identified exxonmobil as one of the potentially responsible parties.,environmental,none
1792,"consolidated company provisions made in 2019 for environmental liabilities were $290 million and the balance sheet reflects liabilities of $835 million as of december 31, 2019, and $875 million as of december 31, 2018.",environmental,none
1796,91natural gas  3.,environmental,none
1879,management believes that prices over the long term must be sufficient to generate investments in energy supply to meet global demand.,environmental,none
2130,management believes that prices over the long term must be sufficient to generate investments in energy supply to meet global demand.,environmental,none
2169,liabilities for environmental costs are recorded when it is probable that obligations have been incurred and the amounts can be reasonably estimated.,environmental,none
2232,2 billion.,environmental,none
2245,"these companies are primarily engaged in oil and gas exploration and production, and natural gas marketing in north america; natural gas exploration, production and distribution in europe; liquefied natural gas operations and transportation of crude oil in africa; and exploration, production, lng operations, and the manufacture and sale of petroleum and petrochemical products in asia and the middle east.",environmental,none
2290,these obligations may include the costs of asset disposal and additional soil remediation.,environmental,none
2348,"the finance leases relate to floating production storage and offloading vessels, lng transportation vessels, and a long-term hydrogen purchase agreement.",environmental,none
2385,2 billion.,environmental,none
2463,"where guarantees for environmental remediation and other similar matters do not include a stated cap, the amounts reflect management’s estimate of the maximum potential exposure.",environmental,none
2503,40 2.,environmental,none
2811,"crude oil, natural gas liquids, and natural gas production quantities shown are the net volumes withdrawn from exxonmobil’s oil and natural gas reserves.",environmental,none
2822,"in 2018, the dutch cabinet notified parliament of its intention to further reduce previously legislated groningen gas extraction in response to seismic events over the last several years.",environmental,action
2835,natural gas is converted to an oil-equivalent basis at six million cubic feet per one thousand barrels.,environmental,none
2859,2certification ) by principal financial officer.,environmental,none
2894,"other factors that may affect the demand for oil, gas, and petrochemicals, and therefore impact our results, include technological improvements in energy efficiency; seasonal weather patterns; increased competitiveness of alternative energy sources; changes in technology that alter fuel choices, such as technological advances in energy storage that make wind and solar more competitive for power generation; changes in consumer preferences for our products, including consumer demand for alternative fueled or ",environmental,none
2895,"even in countries with well-developed legal systems where exxonmobil does business, we remain exposed to changes in law or interpretation of settled law that could adversely affect our results, such as: increases in taxes, duties, or government royalty rates ; price controls; changes in environmental regulations or other laws that increase our cost of compliance or reduce or delay available business opportunities ; adoption of regulations mandating efficiency standards, the use of alternative fuels or u",environmental,none
2915,"these include global or regional changes in supply and demand for oil, gas, petrochemicals, feedstocks and other market conditions that impact prices and differentials; reservoir performance; the outcome of exploration projects and timely completion of development and construction projects; the impact of fiscal and commercial terms and the outcome of commercial negotiations or acquisitions; changes in law, taxes, or regulation including environmental regulations, and timely granting of governmental permits;",environmental,none
2916,"the singapore resid upgrade project will use proprietary technology to upgrade the resid streams from the refinery and chemical plant into clean fuels and basestocks; the fawley hydrofiner will upgrade high sulfur distillates into finished diesel and the project will also strengthen the logistics into the uk market; the beaumont light crude expansion will enable the site to increase the processing capability of advantaged tight oil crudes; and finally, the wink to webster pipeline will provide efficient tra",environmental,action
