,text,environmental,action
1319,"coal is currently the second largest source of energy, but it is likely to lose that position to natural gas in the 2025-2030 timeframe.",environmental,none
1320,"the share of natural gas is expected to exceed 25 percent by 2040, while the share of coal falls to less than 20 percent.",environmental,none
1321,"nuclear power is projected to grow significantly, as many nations expand nuclear capacity to address rising electricity needs as well as energy security and environmental issues.",environmental,none
1322,"total renewable energy is likely to reach about 15 percent of total energy by 2040, with biomass, hydro and geothermal contributing a combined share of more than 10 percent.",environmental,none
1323,"total energy supplied from wind, solar and biofuels is expected to increase close to 450 percent from 2010 to 2040, when they will be approaching 4 percent of world energy.",environmental,none
1327,"according to the international energy agency, the investment required to meet total oil and gas energy needs worldwide over the period 2014‑2040 will be about $28 trillion or more than $1 trillion per year on average.",environmental,none
1328,"international accords and underlying regional and national regulations covering greenhouse gas emissions are evolving with uncertain timing and outcome, making it difficult to predict their business impact.",environmental,none
1329,"exxonmobil includes estimates of potential costs related to possible public policies covering energy-related greenhouse gas emissions in its long-term outlook for energy, which is used as a foundation for assessing the business environment and in its investment evaluations.",environmental,none
1330,  the information provided in the long-term business outlook includes exxonmobil’s internal estimates and forecasts based upon internal data and analyses as well as publicly available information from external sources including the international energy agency.,environmental,none
1333,"these strategies include capturing material and accretive opportunities to continually high-grade the resource portfolio, exercising a disciplined approach to investing and cost management, developing and applying high-impact technologies, pursuing productivity and efficiency gains, growing profitable oil and gas production, and capitalizing on growing natural gas and power markets.",environmental,action
1337,"further, the proportion of our global production from resource types utilizing specialized technologies such as arctic, deepwater, and unconventional drilling and production systems, as well as lng, is also expected to grow, becoming a slight majority of production in the next few years.",environmental,none
1345,", through pressure depletion or natural aquifer support.",environmental,none
1346,"they include the injection of water, gases or chemicals into a reservoir to produce hydrocarbons otherwise unobtainable.",environmental,none
1370,"risk factors, proposed carbon policy and other climate-related regulations in many countries, as well as the continued growth in biofuels mandates, could have negative impacts on the refining business.",environmental,none
1382,"in 2014, the company commissioned the clean fuels project at the joint saudi aramco and exxonmobil samref refinery in yanbu, saudi arabia, to produce low sulfur gasoline and ultra‑low sulfur diesel.",environmental,action
1389,"north america continued to benefit from abundant supplies of natural gas and gas liquids, providing both low-cost feedstock and energy savings.",environmental,none
1404,2 billion.,environmental,none
1414,natural gas production of 11.,environmental,none
1436,  natural gas production of 11.,environmental,none
1482,2 billion.,environmental,none
1559,"however, these volume increases are subject to a variety of risks including project start-up timing, operational outages, reservoir performance, the impact of fiscal and commercial terms, crude oil and natural gas prices, weather events, and regulatory changes.",environmental,none
1573,2 billion higher than 2013.,environmental,none
1576,2 billion.,environmental,none
1590,2 billion.,environmental,none
1600,2 billion lower than 2013.,environmental,none
1648,2 billion.,environmental,none
1706,"where guarantees for environmental remediation and other similar matters do not include a stated cap, the amounts reflect management’s estimate of the maximum potential exposure.",environmental,none
1718,2   6.,environmental,none
1782,"   53  management’s discussion and analysis of financial condition and results of operations     environmental matters   environmental expenditures               2014   2013                   capital expenditures   2,666   2,474 other expenditures   3,522   3,538   total   6,188   6,012   throughout exxonmobil’s businesses, new and ongoing measures are taken to prevent and minimize the impact of our operations on air, water and ground.",environmental,none
1783,"these include a significant investment in refining infrastructure and technology to manufacture clean fuels, as well as projects to monitor and reduce nitrogen oxide, sulfur oxide and greenhouse gas emissions, and expenditures for asset retirement obligations.",environmental,action
1784,"using definitions and guidelines established by the american petroleum institute, exxonmobil’s 2014 worldwide environmental expenditures for all such preventative and remediation steps, including exxonmobil’s share of equity company expenditures, were about $6.",environmental,none
1785,2 billion.,environmental,none
1787,  environmental liabilities the corporation accrues environmental liabilities when it is probable that obligations have been incurred and the amounts can be reasonably estimated.,environmental,none
1789,"exxonmobil has accrued liabilities for probable environmental remediation obligations at various sites, including multiparty sites where the u.",environmental,none
1791,environmental protection agency has identified exxonmobil as one of the potentially responsible parties.,environmental,none
1794,"consolidated company provisions made in 2014 for environmental liabilities were $780 million and the balance sheet reflects accumulated liabilities of $1,066 million as of december 31, 2014, and $773 million as of december 31, 2013.",environmental,none
1798,29 natural gas   4.,environmental,none
1849,"    critical accounting estimates the corporation’s accounting and financial reporting fairly reflect its straightforward business model involving the extracting, refining and marketing of hydrocarbons and hydrocarbon-based products.",environmental,none
2009,"the corporation’s principal business is energy, involving the worldwide exploration, production, transportation and sale of crude oil and natural gas and the manufacture, transportation and sale of petroleum products .",environmental,none
2095,asset retirement obligations and environmental liabilities.,environmental,none
2100,liabilities for environmental costs are recorded when it is probable that obligations have been incurred and the amounts can be reasonably estimated.,environmental,none
2139,9 gas/other   0.,environmental,none
2155,2 billion.,environmental,none
2217,these obligations may include the costs of asset disposal and additional soil remediation.,environmental,none
2384,"where guarantees for environmental remediation and other similar matters do not include a stated cap, the amounts reflect management’s estimate of the maximum potential exposure.",environmental,none
2388,4 billion completion guarantee provided to lenders in support of the project financing for the papua new guinea liquefied natural gas project.,environmental,none
2765,   natural gas is converted to oil-equivalent basis at six million cubic feet per one thousand barrels.,environmental,none
2776,   gas converted to oil-equivalent at 6 million cubic feet = 1 thousand barrels.,environmental,none
2822,2 certification ) by principal financial officer.,environmental,none
2837,"other factors that may affect the demand for oil, gas and petrochemicals, and therefore impact our results, include technological improvements in energy efficiency; seasonal weather patterns, which affect the demand for energy associated with heating and cooling; increased competitiveness of alternative energy sources that have so far generally not been competitive with oil and gas without the benefit of government subsidies or mandates; and changes in technology or consumer preferences that alter fuel choi",environmental,none
2838," even in countries with well-developed legal systems where exxonmobil does business, we remain exposed to changes in law that could adversely affect our results, such as:    ·            increases in taxes or government royalty rates ; ·            price controls; ·            changes in environmental regulations or other laws that increase our cost of compliance or reduce or delay available business opportunities ; ·            adoption of regulations mandating the use of alternative fuels or uncompetitive",environmental,none
2848,"      legal proceedings regarding the discussions between chalmette refining llc, owner of the chalmette refinery, and the louisiana department of environmental quality to resolve self-reported deviations from refinery operations and relating to certain clean air act title v permit conditions, limits and other requirements reported in the corporation’s form 10-q for the second quarter of 2012, on november 14, 2014, crllc received a consolidated compliance order and notice of potential penalty from ldeq cove",environmental,none
2849,"with respect to the enforcement action filed by the united states, on behalf of the united states environmental protection agency, and the state of arkansas, on behalf of the arkansas department of environmental quality, against empco related to the discharge of crude oil from the pegasus pipeline in mayflower, faulkner county, arkansas, previously reported in the corporation’s forms 10-q for the first, second and third quarters of 2013 and the first and second quarters of 2014, a motion has been filed to e",environmental,none
2862,"actual future results, including demand growth and energy source mix; capacity increases; production growth and mix; rates of field decline; financing sources; the resolution of contingencies and uncertain tax positions; environmental and capital expenditures; could differ materially depending on a number of factors, such as changes in the supply of and demand for crude oil, natural gas, and petroleum and petrochemical products; the outcome of commercial negotiations; political or regulatory events, and oth",environmental,none
2916,"ces, such as toward alternative fueled vehicles.",environmental,action
